path,ko_current,ja_value,proposed_ko,source,ns
ruleEnginePage.enhMemoSave,メモ保存,メモ保存,메모 저장,b8_batch_10,ruleEnginePage
ruleEnginePage.settleBridgeTitle,精算センター,精算センター,정산 센터,b8_batch_10,ruleEnginePage
ruleEnginePage.settleBridgeDesc,詳細精算・照合機能は専用モジュールで確認できます。,詳細精算・照合機能は専用モジュールで確認できます。,상세 정산·대조 기능은 전용 모듈에서 확인할 수 있습니다.,b8_batch_10,ruleEnginePage
ruleEnginePage.root_pageTitle_campaignManager,キャンペーンマネージャー,キャンペーンマネージャー,캠페인 매니저,b8_batch_09,ruleEnginePage
ruleEnginePage.root_pageTitle_accountPerformance,アカウント別成果,アカウント別成果,계정별 성과,b8_batch_09,ruleEnginePage
ruleEnginePage.root_pageTitle_wms,WMSマネージャー,WMSマネージャー,WMS 매니저,b8_batch_09,ruleEnginePage
nav.smartConnect,スマートコネクト,スマートコネクト,스마트 커넥트,b8_batch_06,nav
nav.license,ライセンス,ライセンス,라이선스,b8_batch_06,nav
performance.title,パフォーマンス ハブ,パフォーマンス ハブ,성과 허브,b8_batch_08,performance
performance.subtitle,リアルタイム KPI モニタリング · 異常検出 · クロスチャネル分析,リアルタイム KPI モニタリング · 異常検出 · クロスチャネル分析,실시간 KPI 모니터링 · 이상 감지 · 크로스채널 분석,b8_batch_08,performance
performance.channelPerf,チャネルのパフォーマンス,チャネルのパフォーマンス,채널 성과,b8_batch_08,performance
performance.audienceInsights,視聴者に関する洞察,視聴者に関する洞察,시청자 인사이트,b8_batch_08,performance
performance.creativePerf,クリエイティブなパフォーマンス,クリエイティブなパフォーマンス,크리에이티브 성과,b8_batch_08,performance
performance.colCtr,クリック率%,クリック率%,클릭률(%),b8_batch_08,performance
performance.topProducts,人気の製品,人気の製品,인기 상품,b8_batch_08,performance
performance.anomalyDetected,異常が検出されました,異常が検出されました,이상이 감지되었습니다,b8_batch_08,performance
performance.noAnomaly,異常は検出されませんでした,異常は検出されませんでした,이상이 감지되지 않았습니다,b8_batch_08,performance
performance.exportReport,と比較してくださいレポートのエクスポート,と比較してくださいレポートのエクスポート,비교 리포트 내보내기,b8_batch_08,performance
attribution.aScore,Aスコア (アトリビューション信頼度),Aスコア (アトリビューション信頼度),A 점수 (어트리뷰션 신뢰도),b8_batch_01,attribution
attribution.zScore,Zスコア,Zスコア,Z 점수,b8_batch_01,attribution
attribution.anomalyDesc,Zスコアを用いたリアルタイムチャネルパフォーマンス監視,Zスコアを用いたリアルタイムチャネルパフォーマンス監視,Z 점수 기반 실시간 채널 퍼포먼스 모니터링,b8_batch_01,attribution
attribution.modelCompareDesc,レーダーチャートで5つのアトリビューションモデルを比較,レーダーチャートで5つのアトリビューションモデルを比較,레이더 차트로 5개 어트리뷰션 모델 비교,b8_batch_01,attribution
channelKpi.pageTitle,チャネルKPI高度化管理,チャネルKPI高度化管理,채널 KPI 고도화 관리,b8_batch_01,channelKpi
channelKpi.pageSub,測定可能なKPI · ビジネス目標連携 · チャネル役割最適化 · 定期AI評価,測定可能なKPI · ビジネス目標連携 · チャネル役割最適化 · 定期AI評価,측정 가능한 KPI · 비즈니스 목표 연동 · 채널 역할 최적화 · 정기 AI 평가,b8_batch_01,channelKpi
channelKpi.tabRole,📡 チャネル役割,📡 チャネル役割,📡 채널 역할,b8_batch_01,channelKpi
channelKpi.goalTitle,🎯 ビジネス目標設定,🎯 ビジネス目標設定,🎯 비즈니스 목표 설정,b8_batch_01,channelKpi
channelKpi.noGoal,目標を選択してください,目標を選択してください,목표를 선택해주세요,b8_batch_01,channelKpi
channelKpi.roleTitle,📡 チャネル別役割定義,📡 チャネル別役割定義,📡 채널별 역할 정의,b8_batch_01,channelKpi
channelKpi.coreKpi,コアKPI,コアKPI,핵심 KPI,b8_batch_01,channelKpi
channelKpi.kpiSetupTitle,⚙️ チャネル別KPI目標設定,⚙️ チャネル別KPI目標設定,⚙️ 채널별 KPI 목표 설정,b8_batch_01,channelKpi
channelKpi.channelSnsKpi,チャネル別SNS KPI比較,チャネル別SNS KPI比較,채널별 SNS KPI 비교,b8_batch_01,channelKpi
channelKpi.contentTitle,📝 コンテンツチャネル (ブログ) KPI,📝 コンテンツチャネル (ブログ) KPI,📝 콘텐츠 채널 (블로그) KPI,b8_batch_01,channelKpi
channelKpi.communityTitle,💬 コミュニティ/カフェ KPI,💬 コミュニティ/カフェ KPI,💬 커뮤니티/카페 KPI,b8_batch_01,channelKpi
channelKpi.channelAvg,チャネル全体平均達成状況,チャネル全体平均達成状況,전체 채널 평균 달성 현황,b8_batch_01,channelKpi
channelKpi.monitorTitle,📈 KPIモニタリング & AI改善分析,📈 KPIモニタリング & AI改善分析,📈 KPI 모니터링 & AI 개선 분석,b8_batch_01,channelKpi
channelKpi.aiAnalysis,Claude AI チャネルKPI分析,Claude AI チャネルKPI分析,Claude AI 채널 KPI 분석,b8_batch_01,channelKpi
channelKpi.aiSubtitle,チャネル別KPI達成状況総合評価 · 改善アクション提案,チャネル別KPI達成状況総合評価 · 改善アクション提案,채널별 KPI 달성 현황 종합 평가 · 개선 액션 제안,b8_batch_01,channelKpi
channelKpi.monthlyReview,📅 月間レビュー,📅 月間レビュー,📅 월간 리뷰,b8_batch_01,channelKpi
channelKpi.runAI,🚀 AI チャネルKPI分析実行,🚀 AI チャネルKPI分析実行,🚀 AI 채널 KPI 분석 실행,b8_batch_01,channelKpi
channelKpi.topInsight,💡 最重要インサイト,💡 最重要インサイト,💡 핵심 인사이트,b8_batch_01,channelKpi
channelKpi.immediateAction,⚡ 即時アクション,⚡ 即時アクション,⚡ 즉시 액션,b8_batch_01,channelKpi
channelKpi.weeklyTrend,📊 週間広告パフォーマンス推移,📊 週間広告パフォーマンス推移,📊 주간 광고 퍼포먼스 추이,b8_batch_01,channelKpi
aiPredict.pageTitle,AI予測分析ハブ,AI予測分析ハブ,AI 예측 분석 허브,b8_batch_01,aiPredict
aiPredict.grade.churnRisk,チャーンリスク,チャーンリスク,이탈 위험,b8_batch_01,aiPredict
crm.email.catalogSync.boxDetailsTitle,📦 ボックス単位詳細,📦 ボックス単位詳細,📦 박스 단위 상세,b8_batch_06,crm
crm.email.catalogSync.qtyPerBoxLabel,1ボックスあたり数量 (ea) *,1ボックスあたり数量 (ea) *,박스당 수량 (ea) *,b8_batch_01,crm
crm.email.catalogSync.palletDetailsTitle,📦📦 パレット(PL)単位詳細,📦📦 パレット(PL)単位詳細,📦📦 팔레트(PL) 단위 상세,b8_batch_06,crm
crm.email.catalogSync.boxPerPlLabel,1PLあたりボックス数 *,1PLあたりボックス数 *,1PL당 박스 수 *,b8_batch_01,crm
crm.email.catalogSync.selectChannelStep,チャネル選択,チャネル選択,채널 선택,b8_batch_03,crm
crm.email.catalogSync.registerToChannelAction,✅ チャネル登録,✅ チャネル登録,✅ 채널 등록,b8_batch_02,crm
crm.email.catalogSync.registerToChannelDesc,選択したチャネルで販売を登録/有効化,選択したチャネルで販売を登録/有効化,선택한 채널에 판매 등록/활성화,b8_batch_06,crm
crm.email.catalogSync.unregisterChannelAction,⛔ チャネル解除,⛔ チャネル解除,⛔ 채널 해제,b8_batch_02,crm
crm.email.catalogSync.unregisterChannelDesc,選択したチャネルで商品を無効化,選択したチャネルで商品を無効化,선택한 채널에서 상품 비활성화,b8_batch_06,crm
crm.email.catalogSync.nextSetPriceBtn,次へ: 価格設定 →,次へ: 価格設定 →,다음: 가격 설정 →,b8_batch_05,crm
crm.email.catalogSync.productsUnregister,{{n}}件の商品を解除,{{n}}件の商品を解除,{{n}}건의 상품 해제,b8_batch_02,crm
crm.email.catalogSync.channelPriceRecommendTitle,💰 チャネル別推奨販売価格設定,💰 チャネル別推奨販売価格設定,💰 채널별 추천 판매가 설정,b8_batch_06,crm
crm.email.catalogSync.channelPriceRecommendDesc,原価(仕入原価+入出庫費+保管料+作業費+送料)にチャネル手数料・税金・利益率を反映した推奨価格です。,原価(仕入原価+入出庫費+保管料+作業費+送料)にチャネル手数料・税金・利益率を反映した推奨価格です。,원가(매입 원가 + 입출고비 + 보관료 + 작업비 + 배송비)에 채널 수수료·세금·이익률을 반영한 추천 가격입니다.,b8_batch_04,crm
crm.email.catalogSync.channelPriceAdjustDesc,マージン(%)を調整するとリアルタイムで再計算されます。直接入力で上書きも可能です。,マージン(%)を調整するとリアルタイムで再計算されます。直接入力で上書きも可能です。,마진(%)을 조정하면 실시간으로 재계산됩니다. 직접 입력으로 덮어쓸 수도 있습니다.,b8_batch_04,crm
crm.email.catalogSync.manualPriceNoteDesc,· 黄色表示は手動入力された価格です。,· 黄色表示は手動入力された価格です。,· 노란색 표시는 수동 입력된 가격입니다.,b8_batch_02,crm
crm.email.catalogSync.backBtn,← 戻る,← 戻る,← 뒤로,b8_batch_02,crm
crm.email.catalogSync.nextApproveBtn,次へ: 承認 & 登録 →,次へ: 承認 & 登録 →,다음: 승인 & 등록 →,b8_batch_05,crm
crm.email.catalogSync.finalReviewTitle,✅ 最終レビュー & 管理者承認,✅ 最終レビュー & 管理者承認,✅ 최종 검토 & 관리자 승인,b8_batch_02,crm
crm.email.catalogSync.channelFinalSummary,📋 チャネル別最終販売価格サマリー,📋 チャネル別最終販売価格サマリー,📋 채널별 최종 판매가 요약,b8_batch_06,crm
crm.email.catalogSync.managerApprovalText,✍️ 管理者承認: 上記価格で{{chCount}}チャネルに{{prodCount}}商品を登録,✍️ 管理者承認: 上記価格で{{chCount}}チャネルに{{prodCount}}商品を登録,✍️ 관리자 승인: 위 가격으로 {{chCount}}개 채널에 {{prodCount}}개 상품 등록,b8_batch_02,crm
crm.email.catalogSync.approvalNoteText,承認後、全チャネルまたは選択チャネルに販売登録が進行されます。,承認後、全チャネルまたは選択チャネルに販売登録が進行されます。,승인 후 전체 채널 또는 선택한 채널에 판매 등록이 진행됩니다.,b8_batch_05,crm
crm.email.catalogSync.registerDoneMsg,✅ {{prodCount}}商品 · {{chCount}}チャネル 登録完了！,✅ {{prodCount}}商品 · {{chCount}}チャネル 登録完了！,✅ {{prodCount}}개 상품 · {{chCount}}개 채널 등록 완료!,b8_batch_02,crm
crm.email.catalogSync.registerRunMsg,🚀 {{prodCount}}商品 · {{chCount}}チャネル 登録実行,🚀 {{prodCount}}商品 · {{chCount}}チャネル 登録実行,🚀 상품 {{prodCount}}개 · 채널 {{chCount}}개 등록 실행,b8_batch_06,crm
crm.email.catalogSync.marginPctCol,マージン%,マージン%,마진%,b8_batch_04,crm
crm.email.catalogSync.fixedPriceDesc,新しい価格を直接入力,新しい価格を直接入力,새 가격 직접 입력,b8_batch_05,crm
crm.email.catalogSync.markupDesc,現在価格に%を上乗せ,現在価格に%を上乗せ,현재 가격에 % 추가,b8_batch_05,crm
crm.email.catalogSync.discountDesc,現在価格から%割引,現在価格から%割引,현재 가격에서 % 할인,b8_batch_05,crm
crm.email.catalogSync.fixedPricePh,新しい販売価格を入力,新しい販売価格を入力,새 판매가 입력,b8_batch_05,crm
crm.email.catalogSync.markupPh,上乗せ率 (例: 10),上乗せ率 (例: 10),마크업률 (예: 10),b8_batch_04,crm
crm.email.catalogSync.changePreview,📊 変更プレビュー,📊 変更プレビュー,📊 변경 사항 미리보기,b8_batch_06,crm
crm.email.catalogSync.applyChannel,📡 適用チャネル,📡 適用チャネル,📡 적용 채널,b8_batch_06,crm
crm.email.catalogSync.roundingNone,なし,なし,없음,b8_batch_02,crm
crm.email.catalogSync.openPricePreview,💰 価格プレビュー,💰 価格プレビュー,💰 가격 미리보기,b8_batch_06,crm
crm.email.catalogSync.nearOutOfStockLabel,品切れ間近,品切れ間近,품절 임박,b8_batch_04,crm
crm.email.catalogSync.catMapTitle,🗂️ カテゴリマッピング,🗂️ カテゴリマッピング,🗂️ 카테고리 매핑,b8_batch_06,crm
crm.email.catalogSync.catMapDesc,社内カテゴリを各チャネルのカテゴリにマッピングします。,社内カテゴリを各チャネルのカテゴリにマッピングします。,사내 카테고리를 각 채널의 카테고리로 매핑합니다.,b8_batch_05,crm
