path,ko_current,ja_value,proposed_ko,source,ns
crm.aiHub.guideNodesTitle,利用可能なノードタイプ,利用可能なノードタイプ,사용 가능한 노드 유형,top500,crm
crm.aiHub.dashGuide.title,ダッシュボード利用ガイド,ダッシュボード利用ガイド,대시보드 사용 가이드,top500,crm
crm.aiHub.dashGuide.step5Title,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,crm
crm.aiHub.dashGuide.tabsTitle,タブ別ガイド,タブ別ガイド,탭별 가이드,auto,crm
crm.aiHub.dashGuide.feat5Title,セキュリティ監視,セキュリティ監視,보안 모니터링,top500,crm
crm.aiHub.sms.guideTabsTitle,タブ別ガイド,タブ別ガイド,탭별 가이드,auto,crm
crm.aiHub.sms.guideAuthDesc,APIキー登録,APIキー登録,API 키 등록,auto,crm
crm.aiHub.sms.tabTemplates,テンプレート,テンプレート,템플릿,auto,crm
crm.aiHub.sms.tabCampaigns,キャンペーン,キャンペーン,캠페인,auto,crm
crm.aiHub.sms.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.aiHub.sms.demoMode,デモモード,デモモード,데모 모드,auto,crm
crm.aiHub.sms.apiKeySettings,APIキー設定,APIキー設定,API 키 설정,top500,crm
crm.aiHub.sms.type,タイプ,タイプ,타입,auto,crm
crm.aiHub.sms.messageContent,メッセージ内容,メッセージ内容,메시지 내용,top500,crm
crm.aiHub.sms.status,ステータス,ステータス,상태,auto,crm
crm.aiHub.sms.tplAll,全て,全て,전체,auto,crm
crm.aiHub.sms.tplEdit,テンプレート編集,テンプレート編集,템플릿 편집,top500,crm
crm.aiHub.sms.tplCreate,テンプレート作成,テンプレート作成,템플릿 생성,top500,crm
crm.aiHub.sms.tplName,テンプレート名,テンプレート名,템플릿명,top500,crm
crm.aiHub.sms.tplCategory,カテゴリ,カテゴリ,카테고리,auto,crm
crm.aiHub.sms.tplCat_promotion,プロモーション,プロモーション,프로모션,auto,crm
crm.aiHub.sms.campAll,全て,全て,전체,auto,crm
crm.aiHub.sms.campCreate,キャンペーン作成,キャンペーン作成,캠페인 생성,top500,crm
crm.aiHub.sms.campCreateBtn,キャンペーン作成,キャンペーン作成,캠페인 생성,top500,crm
crm.aiHub.sms.campName,キャンペーン名,キャンペーン名,캠페인명,auto,crm
crm.aiHub.sms.campSegment,CRMセグメント,CRMセグメント,CRM 세그먼트,top500,crm
crm.aiHub.sms.campStatus_draft,下書き,下書き,임시 저장,top500,crm
crm.aiHub.sms.campStatus_scheduled,予約済み,予約済み,예약됨,top500,crm
crm.aiHub.sms.cancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.sms.loading,読み込み中…,読み込み中…,로딩 중...,auto,crm
crm.aiHub.sms.guideTemplatesName,テンプレート,テンプレート,템플릿,auto,crm
crm.aiHub.sms.guideTemplatesDesc,メッセージテンプレート管理,メッセージテンプレート管理,메시지 템플릿 관리,top500,crm
crm.aiHub.sms.guideCampaignsName,キャンペーン,キャンペーン,캠페인,auto,crm
crm.aiHub.contentCal.title,コンテンツカレンダー,コンテンツカレンダー,콘텐츠 캘린더,auto,crm
crm.aiHub.contentCal.tabCalendar,カレンダー,カレンダー,캘린더,top500,crm
crm.aiHub.contentCal.tabList,リスト,リスト,목록,top500,crm
crm.aiHub.contentCal.btnRegister,コンテンツ登録,コンテンツ登録,콘텐츠 등록,top500,crm
crm.aiHub.contentCal.btnPrev,前へ,前へ,이전,auto,crm
crm.aiHub.contentCal.btnNext,次へ,次へ,다음,auto,crm
crm.aiHub.contentCal.btnCancel,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.contentCal.statusLabel,ステータス,ステータス,상태,auto,crm
crm.aiHub.contentCal.filterAll,すべて,すべて,전체,auto,crm
crm.aiHub.contentCal.st_draft,下書き,下書き,임시 저장,top500,crm
crm.aiHub.contentCal.st_scheduled,予約済み,予約済み,예약됨,top500,crm
crm.aiHub.contentCal.st_cancelled,キャンセル,キャンセル,취소,auto,crm
crm.aiHub.contentCal.registerTitle,コンテンツ登録,コンテンツ登録,콘텐츠 등록,top500,crm
crm.aiHub.contentCal.fieldTitle,タイトル,タイトル,제목,top500,crm
crm.aiHub.contentCal.fieldCreator,クリエイター,クリエイター,크리에이터,auto,crm
crm.aiHub.contentCal.fieldCampaign,キャンペーン,キャンペーン,캠페인,auto,crm
crm.aiHub.contentCal.fieldPlatform,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.aiHub.contentCal.fieldStatus,ステータス,ステータス,상태,auto,crm
crm.aiHub.contentCal.guideTabsTitle,タブ別機能案内,タブ別機能案内,탭별 기능 안내,auto,crm
crm.aiHub.contentCal.guideCalName,カレンダービュー,カレンダービュー,캘린더 보기,top500,crm
crm.aiHub.contentCal.guideListName,リストビュー,リストビュー,목록 보기,top500,crm
crm.aiHub.contentCal.guideGuideName,利用ガイド,利用ガイド,이용 가이드,auto,crm
crm.aiHub.root_pageTitle_reviewsUgc,レビュー & UGC,レビュー & UGC,리뷰 & UGC,top500,crm
crm.aiHub.expired,期限切れ,期限切れ,만료됨,top500,crm
crm.aiHub.daysLeft,日残り,日残り,일 남음,top500,crm
crm.aiHub.stUnpaid,未払い,未払い,미지급,top500,crm
crm.aiHub.stOverpaid,過払い,過払い,초과 지급,top500,crm
crm.aiHub.engagement,エンゲージメント,エンゲージメント,참여도,top500,crm
crm.aiHub.productPage,商品ページ,商品ページ,상품 페이지,top500,crm
crm.aiHub.positive,ポジティブ,ポジティブ,긍정적,top500,crm
crm.aiHub.neutral,ニュートラル,ニュートラル,중립,top500,crm
crm.aiHub.negative,ネガティブ,ネガティブ,부정적,top500,crm
crm.aiHub.guideTabsTitle,タブ機能ガイド,タブ機能ガイド,탭 기능 가이드,auto,crm
crm.aiHub.tab_guide,📖 ガイド,📖 ガイド,📖 가이드,top500,crm
crm.aiHub.desc_guide,利用ガイド,利用ガイド,이용 가이드,auto,crm
crm.aiHub.guideIdentName,クリエイター統合,クリエイター統合,크리에이터 통합,top500,crm
crm.aiHub.guideRoiName,ROIランキング,ROIランキング,ROI 랭킹,top500,crm
crm.aiHub.guideUgcName,UGCレビュー,UGCレビュー,UGC 리뷰,top500,crm
crm.aiHub.liveSyncMsg,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,실시간 크로스탭 동기화 활성화 — 모든 모듈 데이터 실시간 반영,top500,crm
crm.aiHub.exportCsv,CSVエクスポート,CSVエクスポート,CSV 내보내기,top500,crm
crm.aiHub.kpiAllReviews,全レビュー,全レビュー,전체 리뷰,top500,crm
crm.aiHub.kpiNegReviews,ネガティブレビュー,ネガティブレビュー,부정 리뷰,top500,crm
crm.aiHub.negKeywordTitle,ネガティブキーワードTop 5,ネガティブキーワードTop 5,부정 키워드 Top 5,top500,crm
crm.aiHub.posLabel,ポジティブ,ポジティブ,긍정적,top500,crm
crm.aiHub.negLabel,ネガティブ,ネガティブ,부정적,top500,crm
crm.aiHub.reviewFeedTitle,レビューフィード,レビューフィード,리뷰 피드,top500,crm
crm.aiHub.filterAllChannel,全チャネル,全チャネル,전체 채널,auto,crm
crm.aiHub.filterPos,ポジティブ,ポジティブ,긍정적,top500,crm
crm.aiHub.filterNeutral,ニュートラル,ニュートラル,중립,top500,crm
crm.aiHub.filterNeg,ネガティブ,ネガティブ,부정적,top500,crm
crm.aiHub.aiStrengths,強み,強み,강점,top500,crm
crm.aiHub.aiContractType,契約タイプ,契約タイプ,계약 유형,top500,crm
crm.aiHub.aiNegTip,交渉ヒント,交渉ヒント,협상 힌트,top500,crm
crm.aiHub.strengths,強み,強み,강점,top500,crm
crm.aiHub.negotiationTip,交渉ヒント,交渉ヒント,협상 힌트,top500,crm
pages.marketing.sidebarUpgrade,アップグレード,アップグレード,업그레이드,auto,pages
pages.marketing.sidebarLogout,ログアウト,ログアウト,로그아웃,auto,pages
pages.marketing.convRateLbl,コンバージョン率,コンバージョン率,전환율,auto,pages
pages.marketing.channel,チャネル,チャネル,채널,auto,pages
pages.graphScore.pageTitle,グラフスコアリング,グラフスコアリング,그래프 스코어링,top500,pages
pages.graphScore.heroDesc,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,인플루언서·크리에이티브·SKU·주문 간 그래프 네트워크를 분석하고 각 노드의 기여도를 점수화합니다.,top500,pages
pages.graphScore.tabSummary,サマリースコア,サマリースコア,종합 점수,top500,pages
pages.graphScore.tabBrowser,グラフブラウザ,グラフブラウザ,그래프 브라우저,top500,pages
pages.graphScore.tabInfluencer,インフルエンサースコア,インフルエンサースコア,인플루언서 점수,top500,pages
pages.graphScore.tabSku,SKUスコア,SKUスコア,SKU 점수,top500,pages
pages.graphScore.lbl_influencer,インフルエンサー,インフルエンサー,인플루언서,auto,pages
pages.graphScore.lbl_creative,クリエイティブ（広告素材）,クリエイティブ（広告素材）,크리에이티브(광고 소재),top500,pages
pages.graphScore.nodes,接続ノード,接続ノード,연결 노드,top500,pages
pages.graphScore.totalEdge,総エッジ数：,総エッジ数：,총 엣지 수:,top500,pages
pages.graphScore.topInfluencer,トップ貢献インフルエンサー,トップ貢献インフルエンサー,최고 기여 인플루언서,top500,pages
pages.graphScore.topCreative,最も効果的なクリエイティブ,最も効果的なクリエイティブ,가장 효과적인 크리에이티브,top500,pages
pages.graphScore.topSku,商品別コンバージョン貢献度,商品別コンバージョン貢献度,상품별 전환 기여도,top500,pages
pages.graphScore.noData,データがありません。統合ハブでチャネルを接続し、データを収集してください。,データがありません。統合ハブでチャネルを接続し、データを収集してください。,데이터가 없습니다. 통합 허브에서 채널을 연결하고 데이터를 수집해주세요.,top500,pages
pages.graphScore.loading,読み込み中…,読み込み中…,로딩 중...,auto,pages
pages.graphScore.phInfId,インフルエンサーIDを選択または入力,インフルエンサーIDを選択または入力,인플루언서 ID 선택 또는 입력,top500,pages
pages.graphScore.phSkuId,SKU IDを選択または入力,SKU IDを選択または入力,SKU ID 선택 또는 입력,top500,pages
pages.graphScore.phNodeIdFilter,ノードIDでフィルタ,ノードIDでフィルタ,노드 ID로 필터링,top500,pages
pages.graphScore.graphScoreLabel,グラフスコア,グラフスコア,그래프 점수,top500,pages
pages.graphScore.connectedSku,接続済みSKU,接続済みSKU,연결된 SKU,top500,pages
pages.graphScore.connectedOrders,接続済み注文,接続済み注文,연결된 주문,top500,pages
pages.graphScore.label,ラベル,ラベル,라벨,top500,pages
pages.graphScore.weightDesc,エッジ重み = 貢献度指標,エッジ重み = 貢献度指標,엣지 가중치 = 기여도 지표,top500,pages
pages.graphScore.weight,重み,重み,가중치,top500,pages
pages.graphScore.guideTabsTitle,タブ別詳細ガイド,タブ別詳細ガイド,탭별 상세 가이드,top500,pages
pages.graphScore.guideSummaryDesc,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,"네트워크 전체의 노드 수, 엣지 수, 최고 기여자를 한눈에 확인할 수 있는 종합 대시보드입니다. 노드 유형별 색상 구분으로 직관적으로 시각화합니다.",top500,pages
pages.graphScore.guideBrowserDesc,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,전체 엣지를 테이블 형식으로 조회하고 노드 ID로 검색·필터링할 수 있는 탐색 도구입니다. 소스 노드·타겟 노드·가중치·라벨을 확인할 수 있습니다.,top500,pages
pages.graphScore.guideInfluencerDesc,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,특정 인플루언서의 Graph Score·연결 SKU 수·연결 주문 수를 KPI 카드로 표시합니다. 기여 경로 테이블을 통해 전체 전환 경로를 추적합니다.,top500,pages
pages.graphScore.guideSkuDesc,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,특정 SKU에 기여한 크리에이티브 수·주문 수·인플루언서 랭킹을 분석합니다. 메달 표시(🥇🥈🥉)로 최고 기여자를 시각화합니다.,top500,pages
pages.graphScore.tabCreative,クリエイティブスコア,クリエイティブスコア,크리에이티브 점수,top500,pages
pages.graphScore.phCreativeId,クリエイティブIDを選択または入力,クリエイティブIDを選択または入力,크리에이티브 ID 선택 또는 입력,top500,pages
pages.graphScore.connectedCreatives,接続済みクリエイティブ,接続済みクリエイティブ,연결된 크리에이티브,top500,pages
pages.graphScore.connectedInfluencers,接続済みインフルエンサー,接続済みインフルエンサー,연결된 인플루언서,top500,pages
pages.graphScore.weightSettings,重み設定,重み設定,가중치 설정,top500,pages
pages.graphScore.weightSettingsDesc,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,노드 유형별 가중치를 조정하여 스코어링 기준을 사용자 설정할 수 있습니다.,top500,pages
pages.graphScore.weightInfluencer,インフルエンサー重み,インフルエンサー重み,인플루언서 가중치,top500,pages
pages.graphScore.weightCreative,クリエイティブ重み,クリエイティブ重み,크리에이티브 가중치,top500,pages
pages.graphScore.weightSku,SKU重み,SKU重み,SKU 가중치,top500,pages
