ja_value,proposed_ko,source,batch
セキュリティ：危険な入力がブロックされました,보안: 위험한 입력이 차단되었습니다,b8_batch,03
セグメントID,세그먼트 ID,b8_batch,03
セグメントを選択,세그먼트 선택,b8_batch,03
セグメント別パフォーマンス,세그먼트별 성과,b8_batch,03
セグメント進入,세그먼트 진입,b8_batch,03
セッション,세션,b8_batch,03
セッションコンバージョン,세션 전환,b8_batch,03
セラー,셀러,b8_batch,03
セラー実負担:,셀러 실부담:,b8_batch,03
セラー控除合計,셀러 공제 합계,b8_batch,03
セラー負担,셀러 부담,b8_batch,03
セラー負担%,셀러 부담%,b8_batch,03
セラー負担比率,셀러 부담 비율,b8_batch,03
セラー負担比率%（例：50＝セラー50%プラットフォーム50%）,셀러 부담 비율%(예: 50 = 셀러 50% / 플랫폼 50%),b8_batch,03
セール/割引,세일/할인,b8_batch,09
ソーシャルメディア,소셜 미디어,b8_batch,03
ソース,소스,top500_fallback,T500
ソースノード,소스 노드,top500_fallback,T500
ソース接続状況,소스 연결 현황,b8_batch,03
タイトル,제목,top500_fallback,T500
タイトル/イベント/内容を入力,제목/이벤트/내용 입력,b8_batch,03
タイトルを入力,제목 입력,b8_batch,03
タイプ分類、参照番号、リアルタイム監査証跡ロギングで全在庫移動を記録します。,"유형 분류, 참조 번호, 실시간 감사 추적 로깅으로 전체 재고 이동을 기록합니다.",b8_batch,09
タイムスタンプ,타임스탬프,top500_fallback,T500
タイムディケイ,타임 디케이,b8_batch,07
タッチポイント数,터치포인트 수,top500_fallback,T500
タブを選択,탭 선택,b8_batch,03
タブガイド,탭 가이드,b8_batch,07
タブバーから目的のダッシュボードを選択します。統合概要、マーケティング、チャネルKPI、コマース、売上、インフルエンサー、システムの7種類。,"탭바에서 원하는 대시보드를 선택합니다. 통합 개요, 마케팅, 채널 KPI, 커머스, 매출, 인플루언서, 시스템 7가지가 있습니다.",b8_batch,03
タブ切替でもトリガーされます,탭 전환 시에도 트리거됩니다,b8_batch,03
タブ切替検出,탭 전환 감지,b8_batch,03
タブ切替検知,탭 전환 감지,b8_batch,03
タブ別詳細ガイド,탭별 상세 가이드,top500_fallback,T500
タブ機能,탭 기능,b8_batch,03
ターゲットキャンペーン管理,타겟 캠페인 관리,b8_batch,03
ターゲットノード,타겟 노드,top500_fallback,T500
ターゲット顧客（任意）,타겟 고객(선택),b8_batch,09
ターゲット＆期間設定,타겟 & 기간 설정,b8_batch,09
ダッシュボードKPI確認,대시보드 KPI 확인,b8_batch,09
ダッシュボードのメイン画面で総売上、広告費、ROAS、注文数、コンバージョン率、平均注文額をリアルタイムで確認できます。,"대시보드 메인 화면에서 총매출, 광고비, ROAS, 주문 수, 전환율, 평균 주문 금액을 실시간으로 확인할 수 있습니다.",b8_batch,07
ダッシュボードへ,대시보드로 이동,top500_fallback,T500
ダッシュボード使い方案内,대시보드 사용법 안내,b8_batch,07
ダッシュボード利用ガイド,대시보드 사용 가이드,top500_fallback,T500
ダッシュボード外部共有・埋め込み,대시보드 외부 공유·임베드,b8_batch,07
ダッシュボード開始6ステップ,대시보드 시작 6단계,b8_batch,03
ダブルMLアップリフト,더블 ML 업리프트,b8_batch,07
チケット対応,티켓 대응,b8_batch,03
チケット数,티켓 수,b8_batch,03
チャットサポート,채팅 지원,b8_batch,07
チャネル/ID検索...,채널/ID 검색...,b8_batch,03
チャネルAPIからリアルタイム収集,채널 API에서 실시간 수집,b8_batch,03
チャネルAPIキー登録で注文・在庫データをリアルタイム収集,채널 API 키 등록으로 주문·재고 데이터 실시간 수집,b8_batch,03
チャネルAPI注文データ,채널 API 주문 데이터,b8_batch,03
チャネルKPIで最も効率的なチャネルを特定しましょう。,채널 KPI로 가장 효율적인 채널을 파악해보세요.,b8_batch,03
チャネルKPIダッシュボード,채널 KPI 대시보드,top500_fallback,T500
チャネルKPIモニタリング,채널 KPI 모니터링,b8_batch,07
チャネルKPI高度化管理,채널 KPI 고도화 관리,b8_batch,01
チャネルKPI（表示・CTR・CVR・CPA/CPC）,채널 KPI(노출·CTR·CVR·CPA/CPC),b8_batch,07
チャネルごとの予約数量を設定します。,채널별 예약 수량을 설정합니다.,b8_batch,03
チャネルに登録,채널에 등록,b8_batch,03
チャネルのパフォーマンス,채널 성과,b8_batch,08
チャネルの精算データをJSON配列で貼り付けてください。,채널 정산 데이터를 JSON 배열로 붙여넣어주세요.,b8_batch,03
チャネルアトリビューション全モデル,채널 어트리뷰션 전체 모델,b8_batch,07
チャネルイベント通知,채널 이벤트 알림,b8_batch,03
チャネルカテゴリ,채널 카테고리,b8_batch,03
チャネルトレンド,채널 트렌드,b8_batch,09
チャネルフィルター,채널 필터,b8_batch,03
チャネルペーシングタブで各広告チャネルの配分予算vs実際支出を追跡します。ON TRACK/OVERSPEND/UNDERSPEND状態でリアルタイム監視します。,채널 페이싱 탭에서 각 광고 채널의 배분 예산과 실제 지출을 비교 추적합니다. ON TRACK/OVERSPEND/UNDERSPEND 상태로 실시간 모니터링합니다.,b8_batch,09
チャネルライトバック操作,채널 Writeback 작업,top500_fallback,T500
チャネルリスク評価中...,채널 리스크 평가 중...,b8_batch,09
チャネルレビュー収集・感情分析,채널 리뷰 수집·감성 분석,b8_batch,07
チャネルレポート,채널 리포트,b8_batch,03
チャネル・商品・トレンド別P&L,채널·상품·트렌드별 P&L,b8_batch,07
チャネル・注文番号検索,채널·주문번호 검색,b8_batch,03
チャネル一覧・接続状態,채널 목록·연결 상태,top500_fallback,T500
チャネル予算状況,채널 예산 현황,b8_batch,03
チャネル全体平均達成状況,전체 채널 평균 달성 현황,b8_batch,01
チャネル別APIレート制限,채널별 API 레이트 제한,top500_fallback,T500
チャネル別KPIとコンバージョン率を比較します。,채널별 KPI와 전환율을 비교합니다.,b8_batch,03
チャネル別KPI監視,채널별 KPI 모니터링,b8_batch,07
チャネル別KPI達成状況総合評価 · 改善アクション提案,채널별 KPI 달성 현황 종합 평가 · 개선 액션 제안,b8_batch,01
チャネル別LTVとCACを比較し投資効率を評価。,채널별 LTV와 CAC를 비교하여 투자 효율을 평가합니다.,b8_batch,07
チャネル別Net Payout,채널별 Net Payout,b8_batch,03
チャネル別SLAを監視します。,채널별 SLA를 모니터링합니다.,b8_batch,09
チャネル別SNS KPI比較,채널별 SNS KPI 비교,b8_batch,01
チャネル別のパフォーマンス、手数料、ROASを比較分析します。,"채널별 성과, 수수료, ROAS를 비교 분석합니다.",b8_batch,03
チャネル別の単位損益を分析します。連携ハブでAPIキーを登録すると手数料が自動反映されます。,채널별 단위 손익을 분석합니다. 연동 허브에서 API 키를 등록하면 수수료가 자동 반영됩니다.,b8_batch,03
チャネル別の売上、広告費、手数料、純利益をテーブルで比較分析します。,"채널별 매출, 광고비, 수수료, 순이익을 테이블로 비교 분석합니다.",b8_batch,03
チャネル別の販売手数料率と税金はCHANNEL_RATESポリシーから自動適用されます。手動での変更も可能です。,채널별 판매 수수료율과 세금은 CHANNEL_RATES 정책에서 자동 적용됩니다. 수동 변경도 가능합니다.,b8_batch,03
チャネル別の配分vs実績をバーチャートと詳細テーブルで分析します。,채널별 배분 대비 실적을 막대 차트와 상세 테이블로 분석합니다.,b8_batch,09
チャネル別の配分予算、予想ROAS、予想CAC、過去比CAC変動率を詳細分析します。円グラフと棒グラフで配分比率を可視化します。,"채널별 배분 예산, 예상 ROAS, 예상 CAC, 과거 대비 CAC 변동률을 상세 분석합니다. 원형 차트와 막대 차트로 배분 비율을 시각화합니다.",b8_batch,09
チャネル別アトリビューション,채널별 어트리뷰션,b8_batch,03
チャネル別パフォーマンス分析とAIインサイト,채널별 성과 분석 및 AI 인사이트,b8_batch,03
チャネル別マークアップ,채널별 마크업,b8_batch,03
チャネル別リアルタイム在庫,채널별 실시간 재고,b8_batch,09
チャネル別レビュー感情分析·ネガティブキーワード追跡·自動CS通知,채널별 리뷰 감정 분석·부정 키워드 추적·자동 CS 알림,b8_batch,03
チャネル別レビュー評価,채널별 리뷰 평가,b8_batch,03
チャネル別・SKU別の実質純利益を広告費・手数料・物流費控除後にリアルタイムで確認します。,채널별·SKU별 실질 순이익을 광고비·수수료·물류비 차감 후 실시간으로 확인합니다.,top500_fallback,T500
チャネル別・商品別損益分析,채널별·상품별 손익 분석,b8_batch,03
チャネル別主要KPI,채널별 주요 KPI,b8_batch,07
チャネル別予算配分と予想指標をプレビューします。,채널별 예산 배분과 예상 지표를 미리 확인합니다.,b8_batch,09
チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,채널별 출고 SLA 기준 시간을 모니터링하고 위반 시 즉시 알림을 보냅니다.,b8_batch,09
チャネル別加重平均,채널별 가중 평균,b8_batch,03
チャネル別収益性分析,채널별 수익성 분석,top500_fallback,T500
チャネル別売上,채널별 매출,b8_batch,09
チャネル別売上・手数料・精算金を統合管理・分析します。,채널별 매출·수수료·정산금을 통합 관리·분석합니다.,b8_batch,03
チャネル別売上比率をパイチャートで表示します。,채널별 매출 비율을 파이 차트로 표시합니다.,b8_batch,03
チャネル別成果詳細,채널별 성과 상세,b8_batch,07
チャネル別手数料と税金はCHANNEL_RATES設定から自動適用されます。手動で修正も可能です。,채널별 수수료와 세금은 CHANNEL_RATES 설정에서 자동 적용됩니다. 수동 수정도 가능합니다.,b8_batch,03
チャネル別手数料を自動照合し、実質純利益をリアルタイム計算します。,채널별 수수료를 자동 매칭하여 실질 순이익을 실시간으로 계산합니다.,top500_fallback,T500
チャネル別手数料率を比較します。,채널별 수수료율을 비교합니다.,b8_batch,03
チャネル別推奨販売価格,채널별 추천 판매가,b8_batch,03
チャネル別損益分析,채널별 손익 분석,b8_batch,03
チャネル別最終サマリー,채널별 최종 요약,b8_batch,03
チャネル別精算,채널별 정산,b8_batch,07
チャネル別精算データをJSON形式でアップロードします。,채널별 정산 데이터를 JSON 형식으로 업로드합니다.,b8_batch,03
チャネル別純精算金,채널별 순정산금,b8_batch,03
チャネル別統合分析,채널별 통합 분석,b8_batch,07
チャネル別統合現況,채널별 통합 현황,b8_batch,03
チャネル別評価,채널별 평가,b8_batch,03
チャネル別評価状況,채널별 평가 현황,b8_batch,03
チャネル別貢献売上,채널별 기여 매출,b8_batch,07
チャネル別販売価格,채널별 판매가,b8_batch,03
