path,ko_current,ja_value,proposed_ko,ns,type
crm.aiHub.catalogSync.reviews.escalationTitle,レビューエスカレーション,レビューエスカレーション,,crm,string
crm.aiHub.catalogSync.reviews.escalationBody,ネガティブレビューがCSチームにエスカレーションされました。,ネガティブレビューがCSチームにエスカレーションされました。,,crm,string
crm.aiHub.catalogSync.reviews.tabFeed,レビューフィード,レビューフィード,,crm,string
crm.aiHub.catalogSync.reviews.tabTrend,トレンド分析,トレンド分析,,crm,string
crm.aiHub.catalogSync.reviews.heroDesc,統合レビュー監視·AI感情分析·自動返信生成·ネガティブレビューエスカレーション·リアルタイム同期,統合レビュー監視·AI感情分析·自動返信生成·ネガティブレビューエスカレーション·リアルタイム同期,,crm,string
crm.aiHub.catalogSync.reviews.pageTitle,レビュー・UGC管理,レビュー・UGC管理,,crm,string
crm.aiHub.catalogSync.reviews.pageSub,顧客レビューとUGCの統合管理,顧客レビューとUGCの統合管理,,crm,string
crm.aiHub.catalogSync.reviews.liveSyncMsg,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,,crm,string
crm.aiHub.catalogSync.reviews.sentiment_positive,ポジティブ,ポジティブ,,crm,string
crm.aiHub.catalogSync.reviews.sentiment_negative,ネガティブ,ネガティブ,,crm,string
crm.aiHub.catalogSync.reviews.guideDashDesc,KPI概要·チャネル評価·ネガティブキーワード·一括処理,KPI概要·チャネル評価·ネガティブキーワード·一括処理,,crm,string
crm.aiHub.catalogSync.reviews.guideFeedName,レビューフィード,レビューフィード,,crm,string
crm.aiHub.catalogSync.reviews.guideFeedDesc,全レビュー·チャネル/感情フィルター·AI返信·エスカレーション,全レビュー·チャネル/感情フィルター·AI返信·エスカレーション,,crm,string
crm.aiHub.catalogSync.reviews.guideTrendName,トレンド分析,トレンド分析,,crm,string
crm.aiHub.catalogSync.reviews.guideTrendDesc,感情比率分布·トレンドモニタリング·チャネル比較,感情比率分布·トレンドモニタリング·チャネル比較,,crm,string
crm.aiHub.catalogSync.reviews.guideSettingsDesc,AI返信トーン·自動エスカレーション·Slack通知設定,AI返信トーン·自動エスカレーション·Slack通知設定,,crm,string
crm.aiHub.catalogSync.reviews.guideGuideDesc,レビュー & UGCの使い方·6ステップワークフロー説明,レビュー & UGCの使い方·6ステップワークフロー説明,,crm,string
crm.aiHub.catalogSync.sms.providerCoolDesc,開発者向けAPI,開発者向けAPI,,crm,string
crm.aiHub.catalogSync.sms.apiKeySettings,APIキー設定,APIキー設定,,crm,string
crm.aiHub.catalogSync.sms.connectTesting,テスト中...,テスト中...,,crm,string
crm.aiHub.catalogSync.sms.saveAndTest,保存&テスト,保存&テスト,,crm,string
crm.aiHub.catalogSync.sms.messageContent,メッセージ内容,メッセージ内容,,crm,string
crm.aiHub.catalogSync.sms.messagePlaceholder,メッセージを入力...,メッセージを入力...,,crm,string
crm.aiHub.catalogSync.sms.numberList,番号リスト,番号リスト,,crm,string
crm.aiHub.catalogSync.sms.broadcastMsgPlaceholder,一括メッセージ入力...,一括メッセージ入力...,,crm,string
crm.aiHub.catalogSync.sms.tplName,テンプレート名,テンプレート名,,crm,string
crm.aiHub.catalogSync.sms.tplEmpty,テンプレートなし,テンプレートなし,,crm,string
crm.aiHub.catalogSync.sms.campMsgPh,メッセージ...,メッセージ...,,crm,string
crm.aiHub.catalogSync.sms.campEmpty,キャンペーンなし,キャンペーンなし,,crm,string
crm.aiHub.catalogSync.sms.heroDesc,SMS/LMSキャンペーンを管理します,SMS/LMSキャンペーンを管理します,,crm,string
crm.aiHub.catalogSync.sms.ihubLinked,チャネル連携,チャネル連携,,crm,string
crm.aiHub.catalogSync.sms.ihubAutoDetect,統合ハブ自動検出,統合ハブ自動検出,,crm,string
crm.aiHub.catalogSync.sms.noHistory,送信履歴なし,送信履歴なし,,crm,string
crm.aiHub.catalogSync.sms.pageTitle,SMSマーケティング,SMSマーケティング,,crm,string
crm.aiHub.catalogSync.sms.emptyList,送信履歴がありません。,送信履歴がありません。,,crm,string
crm.aiHub.catalogSync.sms.messageLabel,メッセージ内容,メッセージ内容,,crm,string
crm.aiHub.catalogSync.sms.guideComposeDesc,1件ずつ即時送信,1件ずつ即時送信,,crm,string
crm.aiHub.catalogSync.sms.guideBroadcastDesc,複数宛先に同時送信,複数宛先に同時送信,,crm,string
crm.aiHub.catalogSync.sms.guideTemplatesDesc,メッセージテンプレート管理,メッセージテンプレート管理,,crm,string
crm.aiHub.catalogSync.sms.guideCampaignsDesc,予約送信・ステータス管理,予約送信・ステータス管理,,crm,string
crm.aiHub.catalogSync.sms.guideAuthDesc,APIキー設定,APIキー設定,,crm,string
crm.aiHub.catalogSync.sms.tabCreative,🎨 クリエイティブ,🎨 クリエイティブ,,crm,string
crm.aiHub.catalogSync.sms.secLockDesc,異常アクセス検出,異常アクセス検出,,crm,string
crm.aiHub.catalogSync.sms.liveSyncStatus,リアルタイム同期有効,リアルタイム同期有効,,crm,string
crm.aiHub.catalogSync.sms.exportCsv,CSVエクスポート,CSVエクスポート,,crm,string
crm.aiHub.catalogSync.sms.tplCat_promotion,プロモ,プロモ,,crm,string
crm.aiHub.catalogSync.sms.campStatus_draft,下書き,下書き,,crm,string
crm.aiHub.catalogSync.webPopup.couponExpiry,クーポン期限迫る,クーポン期限迫る,,crm,string
crm.aiHub.catalogSync.webPopup.emailPlaceholder,メールを入力,メールを入力,,crm,string
crm.aiHub.catalogSync.webPopup.buyNow,今すぐ購入,今すぐ購入,,crm,string
crm.aiHub.catalogSync.webPopup.linkOpen,リンクを開く,リンクを開く,,crm,string
crm.aiHub.catalogSync.webPopup.privacyNote,ご入力情報はプロモーション目的のみに使用されます。,ご入力情報はプロモーション目的のみに使用されます。,,crm,string
crm.aiHub.catalogSync.webPopup.couponApplied,🎉 クーポン適用完了！,🎉 クーポン適用完了！,,crm,string
crm.aiHub.catalogSync.webPopup.closingSoon,まもなく自動で閉じます。,まもなく自動で閉じます。,,crm,string
crm.aiHub.catalogSync.webPopup.editPopup,ポップアップ編集,ポップアップ編集,,crm,string
crm.aiHub.catalogSync.webPopup.createPopup,ポップアップ作成,ポップアップ作成,,crm,string
crm.aiHub.catalogSync.webPopup.popupName,ポップアップ名,ポップアップ名,,crm,string
crm.aiHub.catalogSync.webPopup.popupNamePh,例：カート離脱割引,例：カート離脱割引,,crm,string
crm.aiHub.catalogSync.webPopup.title,タイトル,タイトル,,crm,string
crm.aiHub.catalogSync.webPopup.titlePh,タイトルを入力,タイトルを入力,,crm,string
crm.aiHub.catalogSync.webPopup.ctaBtn,CTAボタン,CTAボタン,,crm,string
crm.aiHub.catalogSync.webPopup.bodyPh,本文を入力,本文を入力,,crm,string
crm.aiHub.catalogSync.webPopup.triggerType,トリガー種類,トリガー種類,,crm,string
crm.aiHub.catalogSync.webPopup.triggerExitDesc,マウスがブラウザ上部に移動時に表示,マウスがブラウザ上部に移動時に表示,,crm,string
crm.aiHub.catalogSync.webPopup.triggerTimeDesc,指定時間後に自動表示,指定時間後に自動表示,,crm,string
crm.aiHub.catalogSync.webPopup.triggerScroll,スクロール深度,スクロール深度,,crm,string
crm.aiHub.catalogSync.webPopup.triggerScrollDesc,一定割合スクロール時に表示,一定割合スクロール時に表示,,crm,string
crm.aiHub.catalogSync.webPopup.triggerInactiveDesc,ユーザー非活動タイムアウト時に表示,ユーザー非活動タイムアウト時に表示,,crm,string
crm.aiHub.catalogSync.webPopup.linkEnabled,ショートカットURL,ショートカットURL,,crm,string
crm.aiHub.catalogSync.webPopup.linkUrl,ショートカットURL,ショートカットURL,,crm,string
crm.aiHub.catalogSync.webPopup.linkUrlDesc,CTAクリック時にこのURLに移動します。,CTAクリック時にこのURLに移動します。,,crm,string
crm.aiHub.catalogSync.webPopup.tabManage,ポップアップ管理,ポップアップ管理,,crm,string
crm.aiHub.catalogSync.webPopup.tabLive,ライブテスト,ライブテスト,,crm,string
crm.aiHub.catalogSync.webPopup.tabAB,A/Bテスト,A/Bテスト,,crm,string
crm.aiHub.catalogSync.webPopup.aiThemeDiscount,割引プロモ,割引プロモ,,crm,string
crm.aiHub.catalogSync.webPopup.aiThemeNewsletter,ニュースレター,ニュースレター,,crm,string
crm.aiHub.catalogSync.webPopup.aiThemeCart,カート離脱,カート離脱,,crm,string
crm.aiHub.catalogSync.webPopup.aiThemeWelcome,ウェルカム,ウェルカム,,crm,string
crm.aiHub.catalogSync.webPopup.aiThemeFlash,フラッシュセール,フラッシュセール,,crm,string
crm.aiHub.catalogSync.webPopup.aiThemeSeason,シーズンイベント,シーズンイベント,,crm,string
crm.aiHub.catalogSync.webPopup.heroDesc,Exit-Intent検出·AI自動デザイン·A/Bテスト·リアルタイムコンバージョン追跡·プラットフォーム最適化,Exit-Intent検出·AI自動デザイン·A/Bテスト·リアルタイムコンバージョン追跡·プラットフォーム最適化,,crm,string
crm.aiHub.catalogSync.webPopup.uploadApply,ポップアップとして登録,ポップアップとして登録,,crm,string
crm.aiHub.catalogSync.webPopup.badgeLive,ライブプレビュー,ライブプレビュー,,crm,string
crm.aiHub.catalogSync.webPopup.badgeAB,A/Bテスト,A/Bテスト,,crm,string
crm.aiHub.catalogSync.webPopup.popupPerf,ポップアップ実績,ポップアップ実績,,crm,string
crm.aiHub.catalogSync.webPopup.colTrigger,トリガー,トリガー,,crm,string
crm.aiHub.catalogSync.webPopup.aiDesignTitle,AI自動デザイン生成,AI自動デザイン生成,,crm,string
crm.aiHub.catalogSync.webPopup.aiDesignDesc,テーマとプラットフォームを選択するとAIが最適化されたポップアップを自動生成します。,テーマとプラットフォームを選択するとAIが最適化されたポップアップを自動生成します。,,crm,string
crm.aiHub.catalogSync.webPopup.aiTopicPh,テーマ入力(例：春セール),テーマ入力(例：春セール),,crm,string
crm.aiHub.catalogSync.webPopup.aiImagePh,AI画像説明(例：ビーチでサングラスをかけた女性が歓声を上げる姿),AI画像説明(例：ビーチでサングラスをかけた女性が歓声を上げる姿),,crm,string
crm.aiHub.catalogSync.webPopup.aiGenerating,AIデザイン生成中...,AIデザイン生成中...,,crm,string
crm.aiHub.catalogSync.webPopup.aiGenerate,AIデザイン生成,AIデザイン生成,,crm,string
crm.aiHub.catalogSync.webPopup.uploadCustom,自作イメージ登録,自作イメージ登録,,crm,string
crm.aiHub.catalogSync.webPopup.uploadCustomDesc,自分でデザインしたポップアップ/広告画像をドラッグ＆ドロップでアップロード。,自分でデザインしたポップアップ/広告画像をドラッグ＆ドロップでアップロード。,,crm,string
crm.aiHub.catalogSync.webPopup.uploadDragDrop,画像をドラッグまたはクリックしてアップロード,画像をドラッグまたはクリックしてアップロード,,crm,string
crm.aiHub.catalogSync.webPopup.live,ライブポップアップテスト,ライブポップアップテスト,,crm,string
crm.aiHub.catalogSync.webPopup.step1,下の「検出開始」ボタンをクリックします。,下の「検出開始」ボタンをクリックします。,,crm,string
crm.aiHub.catalogSync.webPopup.step2,マウスをブラウザ上部の外に移動します。,マウスをブラウザ上部の外に移動します。,,crm,string
crm.aiHub.catalogSync.webPopup.step3,Exit-Intentが検出されるとポップアップが自動表示されます。,Exit-Intentが検出されるとポップアップが自動表示されます。,,crm,string
crm.aiHub.catalogSync.webPopup.step4,リアルタイムでコンバージョンが集計されます。,リアルタイムでコンバージョンが集計されます。,,crm,string
