path,ko_current,ja_value,ns
crm.email.ds.pipeCreatorUnify,クリエイターID統合,クリエイターID統合,crm
crm.email.ds.pipeCreatorUnifyDesc,メールハッシュ+ハンドル類似度ベース重複検出,メールハッシュ+ハンドル類似度ベース重複検出,crm
crm.email.ds.pipeDQ,データ品質検証,データ品質検証,crm
crm.email.ds.pipeDQDesc,必須フィールドNULLチェック、異常検出,必須フィールドNULLチェック、異常検出,crm
crm.email.ds.pipeStreamAgg,リアルタイム集計,リアルタイム集計,crm
crm.email.ds.pipeStreamAggDesc,Kafka Streams: 1分ウィンドウ集計→Redis→ダッシュボード,Kafka Streams: 1分ウィンドウ集計→Redis→ダッシュボード,crm
crm.email.ds.pipeBatchAgg,日次バッチ集計,日次バッチ集計,crm
crm.email.ds.pipeDerivedMetrics,派生メトリクス,派生メトリクス,crm
crm.email.ds.pipeDerivedMetricsDesc,ROAS・ACOS・CTR・CVR・返品率等,ROAS・ACOS・CTR・CVR・返品率等,crm
crm.email.ds.pipeAnomalyAlert,異常アラート,異常アラート,crm
crm.email.ds.pipeAnomalyAlertDesc,anomaly_score > 70 → Slack + インアプリ,anomaly_score > 70 → Slack + インアプリ,crm
crm.email.ds.pipeBudgetReallocDesc,ROAS基準予算移動シミュレーション,ROAS基準予算移動シミュレーション,crm
crm.email.ds.flowPlatformApi,プラットフォームAPI,プラットフォームAPI,crm
crm.email.ds.dataFlowSummary,データフロー要約,データフロー要約,crm
crm.email.ds.definedMetrics,定義済みメトリクス,定義済みメトリクス,crm
crm.email.ds.metCreatorROI,クリエイターROI,クリエイターROI,crm
crm.email.ds.alertRuleCatalog,推奨/アラートルールカタログ,推奨/アラートルールカタログ,crm
crm.email.ds.ruleROAS2Action,キャンペーン自動一時停止 + 即時Slack通知,キャンペーン自動一時停止 + 即時Slack通知,crm
crm.email.ds.ruleROAS3Action,予算再配分推奨カード,予算再配分推奨カード,crm
crm.email.ds.ruleReturn12Action,商品運営対策推奨 + MDメール,商品運営対策推奨 + MDメール,crm
crm.email.ds.ruleOverpay,過払い検出,過払い検出,crm
crm.email.ds.ruleOverpayAction,回収ワークフロートリガー,回収ワークフロートリガー,crm
crm.email.ds.ruleWhitelistD30,ホワイトリスト満了 D-30,ホワイトリスト満了 D-30,crm
crm.email.ds.ruleWhitelistD30Action,クリエイターに更新依頼メール,クリエイターに更新依頼メール,crm
crm.email.ds.ruleWhitelistD7,ホワイトリスト満了 D-7,ホワイトリスト満了 D-7,crm
crm.email.ds.ruleWhitelistD7Action,緊急広告配信レビューバナー,緊急広告配信レビューバナー,crm
crm.email.ds.ruleWhitelistD0,ホワイトリスト D-0 期限切,ホワイトリスト D-0 期限切,crm
crm.email.ds.ruleCreatorROI10,クリエイターROI < 10x,クリエイターROI < 10x,crm
crm.email.ds.ruleHighViewLowOrderAction,コンテンツ/LP最適化推奨,コンテンツ/LP最適化推奨,crm
crm.email.dt.trustScore,データ信頼度スコア,データ信頼度スコア,crm
crm.email.dt.liveData,ライブデータ,ライブデータ,crm
crm.email.dt.tabOverview,データ現況,データ現況,crm
crm.email.dt.tabPixel,ピクセル連携,ピクセル連携,crm
crm.email.dt.sourceOverview,データソース別信頼度状況,データソース別信頼度状況,crm
crm.email.dt.srcInventory,在庫データ,在庫データ,crm
crm.email.dt.srcInventoryDesc,API連携またはCSVアップロード,API連携またはCSVアップロード,crm
crm.email.dt.srcOrders,注文データ,注文データ,crm
crm.email.dt.srcOrdersDesc,チャネルAPIからリアルタイム収集,チャネルAPIからリアルタイム収集,crm
crm.email.dt.srcAdROASDesc,ピクセル未連携時は推定値を使用,ピクセル未連携時は推定値を使用,crm
crm.email.dt.srcConversion,コンバージョンデータ,コンバージョンデータ,crm
crm.email.dt.srcConversionDesc,Meta/Googleピクセル連携が必要,Meta/Googleピクセル連携が必要,crm
crm.email.dt.srcCRMDesc,AI推定セグメント（実測ではない）,AI推定セグメント（実測ではない）,crm
crm.email.dt.srcSettlementDesc,チャネル精算レポートのアップロード,チャネル精算レポートのアップロード,crm
crm.email.dt.srcAttributionDesc,サーバーサイドCAPI連携が必要,サーバーサイドCAPI連携が必要,crm
crm.email.dt.srcPnLDesc,売上・在庫ベースの推定計算,売上・在庫ベースの推定計算,crm
crm.email.dt.improveTitle,データ信頼度の向上方法,データ信頼度の向上方法,crm
crm.email.dt.improveStep1,Meta Pixel + CAPI連携でコンバージョンデータを実測値に変換,Meta Pixel + CAPI連携でコンバージョンデータを実測値に変換,crm
crm.email.dt.improveStep2,Google Analytics 4連携でサイトトラフィックの実測分析を開始,Google Analytics 4連携でサイトトラフィックの実測分析を開始,crm
crm.email.dt.improveStep3,チャネルAPIキー登録で注文・在庫データをリアルタイム収集,チャネルAPIキー登録で注文・在庫データをリアルタイム収集,crm
crm.email.dt.pixelTitle,広告ピクセル＆コンバージョンAPI連携,広告ピクセル＆コンバージョンAPI連携,crm
crm.email.dt.pixelDesc,ピクセル連携により、ROAS・コンバージョンデータが推定値から実測値に切り替わります,ピクセル連携により、ROAS・コンバージョンデータが推定値から実測値に切り替わります,crm
crm.email.dt.fillAllFields,すべてのフィールドを入力してください,すべてのフィールドを入力してください,crm
crm.email.dt.testDone,テスト完了,テスト完了,crm
crm.email.dt.saveIntegration,連携を保存,連携を保存,crm
crm.email.dt.metaDesc,サーバーサイドConversion Event転送でiOS 14+の計測を復元,サーバーサイドConversion Event転送でiOS 14+の計測を復元,crm
crm.email.dt.metaStep1,Metaビジネスマネージャー → イベントマネージャーを開く,Metaビジネスマネージャー → イベントマネージャーを開く,crm
crm.email.dt.metaStep2,データソース追加 → ウェブサイト → Pixel IDをコピー,データソース追加 → ウェブサイト → Pixel IDをコピー,crm
crm.email.dt.metaStep3,下の入力欄にPixel IDを入力して保存,下の入力欄にPixel IDを入力して保存,crm
crm.email.dt.metaStep4,CAPIアクセストークンを生成（イベントマネージャー → 設定）,CAPIアクセストークンを生成（イベントマネージャー → 設定）,crm
crm.email.dt.googleDesc,GA4 Enhanced Ecommerce + Google Ads コンバージョントラッキング,GA4 Enhanced Ecommerce + Google Ads コンバージョントラッキング,crm
crm.email.dt.googleStep1,Google Analytics → 管理 → データストリーム → 測定IDをコピー,Google Analytics → 管理 → データストリーム → 測定IDをコピー,crm
crm.email.dt.googleStep2,Google Ads → ツール → コンバージョン → タグ設定 → コンバージョンIDをコピー,Google Ads → ツール → コンバージョン → タグ設定 → コンバージョンIDをコピー,crm
crm.email.dt.naverName,Naver共通スクリプト,Naver共通スクリプト,crm
crm.email.dt.naverDesc,Naver SearchAd + ショッピングコンバージョントラッキング,Naver SearchAd + ショッピングコンバージョントラッキング,crm
crm.email.dt.naverStep1,Naver SearchAd → ツール → コンバージョン追跡 → スクリプトキー確認,Naver SearchAd → ツール → コンバージョン追跡 → スクリプトキー確認,crm
crm.email.dt.naverStep2,Naverショッピングパートナーセンター → 広告 → ピクセル管理 → IDコピー,Naverショッピングパートナーセンター → 広告 → ピクセル管理 → IDコピー,crm
crm.email.dt.shoppingPixelId,ショッピングPixel ID,ショッピングPixel ID,crm
crm.email.dt.tiktokDesc,TikTok Shop + TikTok Adsコンバージョン＆購入追跡,TikTok Shop + TikTok Adsコンバージョン＆購入追跡,crm
crm.email.dt.tiktokStep2,ピクセル作成 → Pixel ID + Access Tokenをコピー,ピクセル作成 → Pixel ID + Access Tokenをコピー,crm
crm.email.dt.kakaoDesc,Kakaoモーメント広告コンバージョン＆Kakaoチャネル分析,Kakaoモーメント広告コンバージョン＆Kakaoチャネル分析,crm
crm.email.dt.kakaoStep1,Kakaoビジネス → Pixel&SDK → ピクセル作成 → Track IDコピー,Kakaoビジネス → Pixel&SDK → ピクセル作成 → Track IDコピー,crm
crm.email.dt.kakaoStep2,下にTrack IDを入力,下にTrack IDを入力,crm
crm.email.dt.qualityTitle,データ品質基準表,データ品質基準表,crm
crm.email.dt.qualityLiveTitle,✅ ライブデータ (Real Data),✅ ライブデータ (Real Data),crm
crm.email.dt.qualityLiveDesc,広告ピクセル/チャネルAPI/精算レポートから直接収集されたオリジナルデータ。最高の信頼度。,広告ピクセル/チャネルAPI/精算レポートから直接収集されたオリジナルデータ。最高の信頼度。,crm
crm.email.dt.qualityLiveEx1,Meta CAPIコンバージョンイベント,Meta CAPIコンバージョンイベント,crm
crm.email.dt.qualityLiveEx2,チャネルAPI注文データ,チャネルAPI注文データ,crm
crm.email.dt.qualityLiveEx3,精算レポート金額,精算レポート金額,crm
crm.email.dt.qualityLiveEx4,在庫APIリアルタイム数量,在庫APIリアルタイム数量,crm
crm.email.dt.qualityEstDesc,ライブデータに基づいて計算・推定された値。方向性は正しいが、正確な数値ではない場合があります。,ライブデータに基づいて計算・推定された値。方向性は正しいが、正確な数値ではない場合があります。,crm
crm.email.dt.qualityEstEx1,CRM AIセグメント,CRM AIセグメント,crm
crm.email.dt.qualityEstEx3,ROAS設定値ベースの計算,ROAS設定値ベースの計算,crm
crm.email.dt.qualityEstEx4,AI予測コンバージョン率,AI予測コンバージョン率,crm
crm.email.dt.qualityNoneDesc,該当データソースが連携されていません。0値または空の状態が表示されます。,該当データソースが連携されていません。0値または空の状態が表示されます。,crm
crm.email.dt.qualityNoneEx1,ピクセル未連携のコンバージョンデータ,ピクセル未連携のコンバージョンデータ,crm
crm.email.dt.qualityNoneEx2,APIキー未登録チャネルデータ,APIキー未登録チャネルデータ,crm
crm.email.dt.secLockDesc,異常なリクエストパターンが検知されました。30秒後に自動解除されます。,異常なリクエストパターンが検知されました。30秒後に自動解除されます。,crm
crm.email.dt.tabLineage,データリネージ,データリネージ,crm
crm.email.dt.tabHistory,スコア推移,スコア推移,crm
crm.email.dt.lineageTitle,データリネージマップ,データリネージマップ,crm
crm.email.dt.lineageDesc,データの収集元から加工を経て最終出力までのフローを可視化します,データの収集元から加工を経て最終出力までのフローを可視化します,crm
crm.email.dt.lineageValidation,データ検証,データ検証,crm
crm.email.dt.lineageSecCheck,セキュリティチェック,セキュリティチェック,crm
crm.email.dt.lineageSummary,ソース接続状況,ソース接続状況,crm
crm.email.dt.lineageNoneSources,未連携ソース,未連携ソース,crm
crm.email.dt.historyTitle,信頼度スコア推移,信頼度スコア推移,crm
crm.email.dt.historyDesc,時間の経過に伴うデータ信頼度スコアの変化を追跡します,時間の経過に伴うデータ信頼度スコアの変化を追跡します,crm
crm.email.dt.historyCurrentScore,現在のスコア,現在のスコア,crm
