ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.marketingIntel.marketingIntel.banner.pnlLowMarginSub,LATIN_LONG,Pnl Low Margin,Pnl Low Margin,Pnl Low Margin,14,
pages,pages.marketingIntel.marketingIntel.budgetOptDesc,LATIN_LONG,Budget Opt Desc,Budget Opt Desc,Budget Opt Desc,15,
pages,pages.marketingIntel.marketingIntel.channelAnalysis,LATIN_LONG,Channel Analysis,Channel Analysis,Channel Analysis,16,
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chName_,LATIN_LONG,Ch Name,Ch Name,Ch Name,7,
pages,pages.marketingIntel.marketingIntel.channelKpiPage.keyInsight,LATIN_LONG,Key Insight,Key Insight,Key Insight,11,
pages,pages.marketingIntel.marketingIntel.creativeStudio.adFormatCount,LATIN_LONG,Ad Format Count,Ad Format Count,Ad Format Count,15,
pages,pages.marketingIntel.marketingIntel.creativeStudio.adPreviewLabel,LATIN_LONG,Ad Preview Label,Ad Preview Label,Ad Preview Label,16,
pages,pages.marketingIntel.marketingIntel.creativeStudio.adSpec,LATIN_LONG,Ad Spec,Ad Spec,Ad Spec,7,
pages,pages.marketingIntel.marketingIntel.creativeStudio.adTag,LATIN_LONG,Advertising,Advertising,Advertising,11,
pages,pages.marketingIntel.marketingIntel.creativeStudio.adTipTitle,LATIN_LONG,Ad Tip Title,Ad Tip Title,Ad Tip Title,12,
pages,pages.marketingIntel.marketingIntel.creativeStudio.bodyHint,LATIN_LONG,Body Hint,Body Hint,Body Hint,9,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_beauty_desc,LATIN_LONG,Cat_beauty_desc,Cat_beauty_desc,Cat_beauty_desc,15,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_electronics,LATIN_LONG,Cat_electronics,Cat_electronics,Cat_electronics,15,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_electronics_desc,LATIN_LONG,Cat_electronics_desc,Cat_electronics_desc,Cat_electronics_desc,20,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_fashion,LATIN_LONG,Cat_fashion,Cat_fashion,Cat_fashion,11,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_fashion_desc,LATIN_LONG,Cat_fashion_desc,Cat_fashion_desc,Cat_fashion_desc,16,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_food_desc,LATIN_LONG,Cat_food_desc,Cat_food_desc,Cat_food_desc,13,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_general,LATIN_LONG,Cat_general,Cat_general,Cat_general,11,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_general_desc,LATIN_LONG,Cat_general_desc,Cat_general_desc,Cat_general_desc,16,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_buy,LATIN_LONG,Cat_overseas_buy,Cat_overseas_buy,Cat_overseas_buy,16,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_buy_desc,LATIN_LONG,Cat_overseas_buy_desc,Cat_overseas_buy_desc,Cat_overseas_buy_desc,21,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_ship,LATIN_LONG,Cat_overseas_ship,Cat_overseas_ship,Cat_overseas_ship,17,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_ship_desc,LATIN_LONG,Cat_overseas_ship_desc,Cat_overseas_ship_desc,Cat_overseas_ship_desc,22,
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_sports_desc,LATIN_LONG,Cat_sports_desc,Cat_sports_desc,Cat_sports_desc,15,
pages,pages.marketingIntel.marketingIntel.creativeStudio.categoryOptimized,LATIN_LONG,Category Optimized,Category Optimized,Category Optimized,18,
pages,pages.marketingIntel.marketingIntel.creativeStudio.channelStep,LATIN_LONG,Channel Step,Channel Step,Channel Step,12,
pages,pages.marketingIntel.marketingIntel.creativeStudio.ctaHint,LATIN_LONG,👆 CTA:,👆 CTA:,👆 CTA:,7,
pages,pages.marketingIntel.marketingIntel.creativeStudio.customBody,LATIN_LONG,Custom Body,Custom Body,Custom Body,11,
pages,pages.marketingIntel.marketingIntel.creativeStudio.customCopyToggle,LATIN_LONG,Custom Copy Toggle,Custom Copy Toggle,Custom Copy Toggle,18,
pages,pages.marketingIntel.marketingIntel.creativeStudio.customHeadline,LATIN_LONG,Custom Headline,Custom Headline,Custom Headline,15,
pages,pages.marketingIntel.marketingIntel.creativeStudio.headlineHint,LATIN_LONG,Headline Hint,Headline Hint,Headline Hint,13,
pages,pages.marketingIntel.marketingIntel.creativeStudio.productInfo,LATIN_LONG,Product Info,Product Info,Product Info,12,
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectedLabel,LATIN_LONG,Selected Label,Selected Label,Selected Label,14,
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectFirst,LATIN_LONG,Select First,Select First,Select First,12,
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectFirstDesc,LATIN_LONG,Select First Desc,Select First Desc,Select First Desc,17,
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectStep,LATIN_LONG,Select Step,Select Step,Select Step,11,
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectStepHint,LATIN_LONG,Select Step Hint,Select Step Hint,Select Step Hint,16,
pages,pages.marketingIntel.marketingIntel.menuAccess.desc,LATIN_LONG,Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),80,
pages,pages.marketingIntel.marketingIntel.menuAccess.newFeature,LATIN_LONG,New Feature,New Feature,New Feature,11,
pages,pages.marketingIntel.marketingIntel.menuAccess.permRead,LATIN_LONG,Perm Read,Perm Read,Perm Read,9,
pages,pages.marketingIntel.marketingIntel.menuAccess.recommendTitle,LATIN_LONG,Recommend Title,Recommend Title,Recommend Title,15,
pages,pages.marketingIntel.marketingIntel.systemMonitor.addFav,LATIN_LONG,Add Fav,Add Fav,Add Fav,7,
pages,pages.marketingIntel.marketingIntel.systemMonitor.addFavorite,LATIN_LONG,Add Favorite,Add Favorite,Add Favorite,12,
pages,pages.marketingIntel.marketingIntel.systemMonitor.noFavorites,LATIN_LONG,No Favorites,No Favorites,No Favorites,12,
pages,pages.marketingIntel.marketingIntel.systemMonitor.noRecents,LATIN_LONG,No Recents,No Recents,No Recents,10,
pages,pages.marketingIntel.marketingIntel.systemMonitor.quickAccess,LATIN_LONG,Quick Access,Quick Access,Quick Access,12,
pages,pages.marketingIntel.marketingIntel.systemMonitor.removeFav,LATIN_LONG,Remove Fav,Remove Fav,Remove Fav,10,
pages,pages.marketingIntel.marketingIntel.systemMonitor.removeFavorite,LATIN_LONG,Remove Favorite,Remove Favorite,Remove Favorite,15,
pages,pages.marketingIntel.marketingIntel.systemMonitor.status_error,LATIN_LONG,Status error,Status error,Status error,12,
pages,pages.marketingIntel.marketingIntel.systemMonitor.status_ok,LATIN_LONG,Status ok,Status ok,Status ok,9,
pages,pages.marketingIntel.marketingIntel.systemMonitor.status_warning,LATIN_LONG,Status warning,Status warning,Status warning,14,
pages,pages.marketingIntel.marketingIntel.trendDetection,LATIN_LONG,Trend Detection,Trend Detection,Trend Detection,15,
pages,pages.marketingIntel.marketingIntel.unified.campName,LATIN_LONG,Camp Name,Camp Name,Camp Name,9,
pages,pages.marketingIntel.marketingIntel.unified.mixTitle,LATIN_LONG,Mix Title,Mix Title,Mix Title,9,
pages,pages.marketingIntel.marketingIntel.unified.totalAmt,LATIN_LONG,Total Amt,Total Amt,Total Amt,9,
pages,pages.marketingIntel.menuAccess.desc,LATIN_LONG,Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),80,
pages,pages.marketingIntel.menuAccess.newFeature,LATIN_LONG,New Feature,New Feature,New Feature,11,
pages,pages.marketingIntel.menuAccess.permRead,LATIN_LONG,Perm Read,Perm Read,Perm Read,9,
pages,pages.marketingIntel.menuAccess.recommendTitle,LATIN_LONG,Recommend Title,Recommend Title,Recommend Title,15,
pages,pages.marketingIntel.mobileCvr,LATIN_LONG,Mobile Cvr,Mobile Cvr,Mobile Cvr,10,
pages,pages.marketingIntel.newCustPct,LATIN_LONG,New Cust Pct,New Cust Pct,New Cust Pct,12,
pages,pages.marketingIntel.noAnomaly,LATIN_LONG,No anomalies,No anomalies,No Issues,12,
pages,pages.marketingIntel.nodeSettings,LATIN_LONG,Node Settings,Node Settings,Node Settings,13,
pages,pages.marketingIntel.orderHistory,LATIN_LONG,Order History,Order History,Order History,13,
pages,pages.marketingIntel.orderNeeded,LATIN_LONG,Order Needed,Order Needed,Order Needed,12,
pages,pages.marketingIntel.orderNeededSku,LATIN_LONG,Order Needed Sku,Order Needed Sku,Order Needed Sku,16,
pages,pages.marketingIntel.paymentKey,LATIN_LONG,Payment Key,Payment Key,Payment Key,11,
pages,pages.marketingIntel.platformDist,LATIN_LONG,Platform Dist,Platform Dist,Platform Dist,13,
pages,pages.marketingIntel.pricing.limitedFeat,LATIN_LONG,Limited Features,Limited Features,Limited Features,16,
pages,pages.marketingIntel.productCost,LATIN_LONG,Product Cost,Product Cost,Product Cost,12,
pages,pages.marketingIntel.productPerf,LATIN_LONG,Product Perf,Product Perf,Product Perf,12,
pages,pages.marketingIntel.purchaseCost,LATIN_LONG,Purchase Cost,Purchase Cost,Purchase Cost,13,
pages,pages.marketingIntel.rollup.campaignPnlRisk,LATIN_LONG,Campaign Pnl Risk,Campaign Pnl Risk,Campaign Pnl Risk,17,
pages,pages.marketingIntel.rollup.commissionPerPost,LATIN_LONG,Commission Per Post,Commission Per Post,Commission Per Post,19,
pages,pages.marketingIntel.rollup.lossEstWarning,LATIN_LONG,Loss Est Warning,Loss Est Warning,Loss Est Warning,16,
pages,pages.marketingIntel.rollup.pnlCogs,LATIN_LONG,Pnl Cogs,Pnl Cogs,Pnl Cogs,8,
pages,pages.marketingIntel.rollup.pnlDesc,LATIN_LONG,Pnl Desc,Pnl Desc,Pnl Desc,8,
pages,pages.marketingIntel.rollup.pnlFxLoss,LATIN_LONG,Pnl Fx Loss,Pnl Fx Loss,Pnl Fx Loss,11,
pages,pages.marketingIntel.rollup.pnlNetRev,LATIN_LONG,Net Revenue,Net Revenue,Net Revenue,11,
pages,pages.marketingIntel.rollup.pnlReturnLoss,LATIN_LONG,Pnl Return Loss,Pnl Return Loss,Pnl Return Loss,15,
pages,pages.marketingIntel.rollup.pnlStructure,LATIN_LONG,Pnl Structure,Pnl Structure,Pnl Structure,13,
pages,pages.marketingIntel.rollup.settleDeductWord,LATIN_LONG,Settlement Deduction,Settlement Deduction,Settlement Deduction,20,
pages,pages.marketingIntel.rollup.unitTenThousand,LATIN_LONG,10K KRW,10K KRW,10K KRW,7,
pages,pages.marketingIntel.root_pageTitle_channelKpi2,LATIN_LONG,Root_page Title_channel Kpi2,Root_page Title_channel Kpi2,Root_page Title_channel Kpi2,28,
pages,pages.marketingIntel.skuAnalysis,LATIN_LONG,Sku Analysis,Sku Analysis,Sku Analysis,12,
pages,pages.marketingIntel.skuForecast,LATIN_LONG,Sku Forecast,Sku Forecast,Sku Forecast,12,
pages,pages.marketingIntel.skuTopMargin,LATIN_LONG,Top Margin SKU,Top Margin SKU,Sku Top Margin,14,
pages,pages.marketingIntel.summaryOrders,LATIN_LONG,Summary Orders,Summary Orders,Summary Orders,14,
pages,pages.marketingIntel.systemMonitor.addFav,LATIN_LONG,Add Fav,Add Fav,Add Fav,7,
pages,pages.marketingIntel.systemMonitor.addFavorite,LATIN_LONG,Add Favorite,Add Favorite,Add Favorite,12,
pages,pages.marketingIntel.systemMonitor.noFavorites,LATIN_LONG,No Favorites,No Favorites,No Favorites,12,
pages,pages.marketingIntel.systemMonitor.noRecents,LATIN_LONG,No Recents,No Recents,No Recents,10,
pages,pages.marketingIntel.systemMonitor.quickAccess,LATIN_LONG,Quick Access,Quick Access,Quick Access,12,
pages,pages.marketingIntel.systemMonitor.removeFav,LATIN_LONG,Remove Fav,Remove Fav,Remove Fav,10,
pages,pages.marketingIntel.systemMonitor.removeFavorite,LATIN_LONG,Remove Favorite,Remove Favorite,Remove Favorite,15,
pages,pages.marketingIntel.tabAi,LATIN_LONG,Tab Ai,Tab Ai,Tab Ai,6,
pages,pages.marketingIntel.tabAiDesc,LATIN_LONG,Tab Ai Desc,Tab Ai Desc,Tab Ai Desc,11,
pages,pages.marketingIntel.tabAudience,LATIN_LONG,Tab Audience,Tab Audience,Tab Audience,12,
pages,pages.marketingIntel.tabAuto,LATIN_LONG,Tab Auto,Tab Auto,Tab Auto,8,
pages,pages.marketingIntel.tabAutoDesc,LATIN_LONG,Tab Auto Desc,Tab Auto Desc,Tab Auto Desc,13,
pages,pages.marketingIntel.tabFunnel,LATIN_LONG,Tab Funnel,Tab Funnel,Tab Funnel,10,
pages,pages.marketingIntel.tabFunnelDesc,LATIN_LONG,Tab Funnel Desc,Tab Funnel Desc,Tab Funnel Desc,15,
pages,pages.marketingIntel.tabKpi,LATIN_LONG,Tab Kpi,Tab Kpi,Tab Kpi,7,
pages,pages.marketingIntel.tabKpiDesc,LATIN_LONG,Tab Kpi Desc,Tab Kpi Desc,Tab Kpi Desc,12,
pages,pages.marketingIntel.todayAdSpend,LATIN_LONG,Today Ad Spend,Today Ad Spend,Today Ad Spend,14,
pages,pages.marketingIntel.topCreators,LATIN_LONG,Top Creators,Top Creators,Top Creators,12,
pages,pages.marketingIntel.totalFollowers,LATIN_LONG,Total Followers,Total Followers,Total Followers,15,
pages,pages.marketingIntel.totalPurchases,LATIN_LONG,Total Purchases,Total Purchases,Total Purchases,15,
pages,pages.marketingIntel.totalRevContrib,LATIN_LONG,Total Rev Contrib,Total Rev Contrib,Total Rev Contrib,17,
pages,pages.marketingIntel.trendDetection,LATIN_LONG,Trend Detection,Trend Detection,Trend Detection,15,
pages,pages.marketingIntel.units.perDay,LATIN_LONG, days, days,days,5,
pages,pages.marketingIntel.userMgmt.addUser,LATIN_LONG,Add User,Add User,Add User,8,
pages,pages.marketingIntel.userMgmt.email,LATIN_LONG,✉️ Email,✉️ Email,✉️ Email,8,
pages,pages.marketingIntel.userMgmt.inviteEmail,LATIN_LONG,Invite Email,Invite Email,Invite Email,12,
pages,pages.marketingIntel.userMgmt.inviteTitle,LATIN_LONG,Invite Title,Invite Title,Invite Title,12,
pages,pages.marketingIntel.userMgmt.lastLogin,LATIN_LONG,Last Login,Last Login,Last Login,10,
pages,pages.marketingIntel.userMgmt.noUsers,LATIN_LONG,No Users,No Users,No Users,8,
pages,pages.marketingIntel.userMgmt.resendInvite,LATIN_LONG,Resend Invite,Resend Invite,Resend Invite,13,
pages,pages.marketingIntel.userMgmt.sendInvite,LATIN_LONG,Send Invite,Send Invite,Send Invite,11,
pages,pages.marketingIntel.userMgmt.tabInvite,LATIN_LONG,Tab Invite,Tab Invite,Tab Invite,10,
pages,pages.marketingIntel.userMgmt.tabUsers,LATIN_LONG,Tab Users,Tab Users,Tab Users,9,
pages,pages.marketingIntel.verdictBad,LATIN_LONG,Verdict Bad,Verdict Bad,Verdict Bad,11,
pages,pages.marketingIntel.verdictGood,LATIN_LONG,Verdict Good,Verdict Good,Verdict Good,12,
pages,pages.marketingIntel.writeback.payloadPlaceholder,LATIN_LONG,"{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }",44,
pages,pages.menu.aiPrediction,LATIN_LONG,Ai Prediction,Ai Prediction,Ai Prediction,13,
pages,pages.menu.approvals.noPending,LATIN_LONG,No Pending,No Pending,No Pending,10,
pages,pages.menu.approvals.requestedAt,LATIN_LONG,Request Date,Request Date,Requested At,12,
pages,pages.menu.approvals.tabApproved,LATIN_LONG,Tab Approved,Tab Approved,Tab Approved,12,
pages,pages.menu.approvals.tabPending,LATIN_LONG,Tab Pending,Tab Pending,Tab Pending,11,
pages,pages.menu.commerceSearch,LATIN_LONG,Commerce Search,Commerce Search,Commerce Search,15,
pages,pages.menu.customerCrm,LATIN_LONG,Customer Crm,Customer Crm,Customer Crm,12,
pages,pages.menu.lineChannel,LATIN_LONG,Line Channel,Line Channel,Line Channel,12,
pages,pages.menu.smsMarketing,LATIN_LONG,SMS/LMS Marketing,SMS/LMS Marketing,SMS/LMS Marketing,17,
pages,pages.menu.writeback.createPolicy,LATIN_LONG,Create Policy,Create Policy,Create Policy,13,
pages,pages.menu.writeback.runNow,LATIN_LONG,Run Now,Run Now,Run Now,7,
pages,pages.menu.writeback.tabLog,LATIN_LONG,Tab Log,Tab Log,Tab Log,7,
pages,pages.mobile.adminCoupon.codeLabel,LATIN_LONG,Coupon Code,Coupon Code,Coupon Code,11,
pages,pages.mobile.adminCoupon.codePlaceholder,LATIN_LONG,Code Placeholder,Code Placeholder,Code Placeholder,16,
pages,pages.mobile.adminCoupon.colCode,LATIN_LONG,Code / Recipient,Code / Recipient,Code / Recipient,16,
pages,pages.mobile.adminCoupon.colIssueDate,LATIN_LONG,Issue Date,Issue Date,Issue Date,10,
pages,pages.mobile.adminCoupon.emailPlaceholder,LATIN_LONG,Email Placeholder,Email Placeholder,Email Placeholder,17,
pages,pages.mobile.adminCoupon.issueBtn,LATIN_LONG,Issue Coupon,Issue Coupon,Issue Coupon,12,
pages,pages.mobile.adminCoupon.notifyEmail,LATIN_LONG,Email Notifications,Email Notifications,Email Notification,19,
pages,pages.mobile.adminCoupon.period1m,LATIN_LONG,1 month,1 month,1 month,7,
pages,pages.mobile.adminCoupon.period1y,LATIN_LONG,1 year,1 year,1 year,6,
pages,pages.mobile.adminCoupon.period2m,LATIN_LONG,2 months,2 months,2 months,8,
pages,pages.mobile.adminCoupon.period3m,LATIN_LONG,3 months,3 months,3 months,8,
pages,pages.mobile.adminCoupon.period6m,LATIN_LONG,6 months,6 months,6 months,8,
pages,pages.mobile.adminCoupon.tabAutoRules,LATIN_LONG,Tab Auto Rules,Tab Auto Rules,Tab Auto Rules,14,
pages,pages.mobile.adminCoupon.tabIssue,LATIN_LONG,🎟 Issue Coupon,🎟 Issue Coupon,🎟 Issue Coupon,15,
pages,pages.mobile.adminCoupon.tabTitle,LATIN_LONG,Free Coupon Management,Free Coupon Management,Free Coupon Management,22,
pages,pages.mobile.adminCoupon.totalIssued,LATIN_LONG,Total Issued,Total Issued,Total Issued,12,
pages,pages.mobile.auth.adChannelNote,LATIN_LONG,Ad Channel Note,Ad Channel Note,Ad Channel Note,15,
pages,pages.mobile.auth.adChannelTitle,LATIN_LONG,Ad Channel Title,Ad Channel Title,Ad Channel Title,16,
pages,pages.mobile.auth.addressDetailLabel,LATIN_LONG,Address Detail Label,Address Detail Label,Address Detail Label,20,
pages,pages.mobile.auth.addressRequired,LATIN_LONG,Address Required,Address Required,Address Required,16,
pages,pages.mobile.auth.adminEmailLabel,LATIN_LONG,Admin Email Label,Admin Email Label,Admin Email Label,17,
pages,pages.mobile.auth.adminKeyLabel,LATIN_LONG,Admin Key Label,Admin Key Label,Admin Key Label,15,
pages,pages.mobile.auth.adminKeyPh,LATIN_LONG,Admin Key Ph,Admin Key Ph,Admin Key Ph,12,
pages,pages.mobile.auth.adminLoginBtn,LATIN_LONG,Admin Login Btn,Admin Login Btn,Admin Login Btn,15,
pages,pages.mobile.auth.adminLoginDesc,LATIN_LONG,Admin Login Desc,Admin Login Desc,Admin Login Desc,16,
pages,pages.mobile.auth.adminLoginTitle,LATIN_LONG,Admin Login Title,Admin Login Title,Admin Login Title,17,
pages,pages.mobile.auth.agreeAll,LATIN_LONG,Agree All,Agree All,Agree All,9,
pages,pages.mobile.auth.agreeAnd,LATIN_LONG,Agree And,Agree And,Agree And,9,
pages,pages.mobile.auth.agreeConsent,LATIN_LONG,I agree to,I agree to,I agree to,10,
pages,pages.mobile.auth.agreeMarketing,LATIN_LONG,Agree Marketing,Agree Marketing,Agree Marketing,15,
pages,pages.mobile.auth.agreeTerms,LATIN_LONG,Terms of Service,Terms of Service,Terms of Service,16,
pages,pages.mobile.auth.agreeTermsRequired,LATIN_LONG,Agree Terms Required,Agree Terms Required,Agree Terms Required,20,
pages,pages.mobile.auth.alreadyHaveAccount,LATIN_LONG,Already have an account?,Already have an account?,Already have an account?,24,
pages,pages.mobile.auth.businessNumberHint,LATIN_LONG,Business Number Hint,Business Number Hint,Business Number Hint,20,
pages,pages.mobile.auth.businessNumberLabel,LATIN_LONG,Business Number,Business Number,Business Number Label,15,
pages,pages.mobile.auth.businessNumberRequired,LATIN_LONG,Business Number Required,Business Number Required,Business Number Required,24,
pages,pages.mobile.auth.businessTypeRequired,LATIN_LONG,Business Type Required,Business Type Required,Business Type Required,22,
pages,pages.mobile.auth.businessWarning,LATIN_LONG,Business Warning,Business Warning,Business Warning,16,
pages,pages.mobile.auth.ceoNameLabel,LATIN_LONG,Ceo Name Label,Ceo Name Label,Ceo Name Label,14,
pages,pages.mobile.auth.ceoRequired,LATIN_LONG,Ceo Required,Ceo Required,Ceo Required,12,
pages,pages.mobile.auth.companyLabel,LATIN_LONG,Company Label,Company Label,Company Label,13,
pages,pages.mobile.auth.companyRequired,LATIN_LONG,Company Required,Company Required,Company Required,16,
pages,pages.mobile.auth.completionNote,LATIN_LONG,Completion Note,Completion Note,Completion Note,15,
pages,pages.mobile.auth.countryRequired,LATIN_LONG,Country Required,Country Required,Country Required,16,
