ns,path,ko_value,suggested_ko
pages,pages.marketingIntel.banner.ordersCampaignAction,Orders Campaign Action,주문 캠페인 액션
pages,pages.marketingIntel.banner.recentTriggers,Recent Triggers,최근 트리거
pages,pages.marketingIntel.banner.triggerType,Trigger Type,트리거 유형
pages,pages.marketingIntel.banner.triggerTypes.birthday,🎂 Birthday,🎂 생일
pages,pages.marketingIntel.banner.triggerTypes.cart_abandoned,🛒 Cart Abandoned,🛒 장바구니 이탈
pages,pages.marketingIntel.banner.triggerTypes.churned,😴 Churn Risk Customer,😴 이탈 위험 고객
pages,pages.marketingIntel.banner.triggerTypes.purchase,✅ Purchase Complete,✅ 구매 완료
pages,pages.marketingIntel.banner.triggerTypes.segment_entered,📌 Segment Entry,📌 세그먼트 진입
pages,pages.marketingIntel.banner.triggerTypes.signup,🌱 New Signup,🌱 신규 가입
pages,pages.marketingIntel.budgetOptDesc,Budget Opt Desc,예산 최적화 안내
pages,pages.marketingIntel.bulkAction,Bulk Action,일괄 작업
pages,pages.marketingIntel.campaignMgr.allSegments,All Segments,전체 세그먼트
pages,pages.marketingIntel.campaignMgr.typeAutomation,Type Automation,자동화 유형
pages,pages.marketingIntel.campaignROI,Campaign R O I,캠페인 ROI
pages,pages.marketingIntel.cartRate,Cart Rate,장바구니 전환율
pages,pages.marketingIntel.cartToBuy,Cart To Buy,장바구니 → 구매
pages,pages.marketingIntel.channelAnalysis,Channel Analysis,채널 분석
pages,pages.marketingIntel.channelDemand,Channel Demand,채널 수요
pages,pages.marketingIntel.channelDetail,Channel Detail,채널 상세
pages,pages.marketingIntel.channelKpiPage.achieved,Achieved ✓,달성 ✓
pages,pages.marketingIntel.channelKpiPage.achievedOk,Achieved ✓,달성 ✓
pages,pages.marketingIntel.channelKpiPage.aiAnalyzing,AI Analyzing...,AI 분석 중...
pages,pages.marketingIntel.channelKpiPage.aiHistoryList,AI Analysis History,AI 분석 이력
pages,pages.marketingIntel.channelKpiPage.aiSummary,AI Analysis Summary,AI 분석 요약
pages,pages.marketingIntel.channelKpiPage.allChannels,Total Channels,전체 채널
pages,pages.marketingIntel.channelKpiPage.avgTime,Avg Time,평균 시간
pages,pages.marketingIntel.channelKpiPage.badgeAdSpend,Total Ad Spend,총 광고 비용
pages,pages.marketingIntel.channelKpiPage.badgeBlendedRoas,Blended ROAS,Blended ROAS
pages,pages.marketingIntel.channelKpiPage.badgeOpProfit,Badge Op Profit,영업이익 배지
pages,pages.marketingIntel.channelKpiPage.badgeOrders,Badge Orders,주문 배지
pages,pages.marketingIntel.channelKpiPage.belowTarget,Below Target,목표 미달
pages,pages.marketingIntel.channelKpiPage.bizGoalSetting,Biz Goal Setting,비즈니스 목표 설정
pages,pages.marketingIntel.channelKpiPage.brandAwareness,Brand Awareness,브랜드 인지도
pages,pages.marketingIntel.channelKpiPage.brandAwarenessDesc,Brand Awareness Desc,브랜드 인지도 안내
pages,pages.marketingIntel.channelKpiPage.channelRoleDef,Channel Role Definition,채널 역할 정의
pages,pages.marketingIntel.channelKpiPage.chBlog,Ch Blog,블로그 채널
pages,pages.marketingIntel.channelKpiPage.chCommunity,Ch Community,커뮤니티 채널
pages,pages.marketingIntel.channelKpiPage.checklist,Key Action Items,핵심 액션 아이템
pages,pages.marketingIntel.channelKpiPage.chkCostPerf,Cost vs Performance Check,비용 대비 성과 점검
pages,pages.marketingIntel.channelKpiPage.chkEff,Campaign Efficiency Check,캠페인 효율 점검
pages,pages.marketingIntel.channelKpiPage.chkImprove,Identify Items for Improvement,개선 항목 파악
pages,pages.marketingIntel.channelKpiPage.chSearchAds,Ch Search Ads,검색 광고 채널
pages,pages.marketingIntel.channelKpiPage.chSnsAds,Ch Sns Ads,SNS 광고 채널
pages,pages.marketingIntel.channelKpiPage.claudeAiDesc,Claude Ai Desc,Claude AI 안내
pages,pages.marketingIntel.channelKpiPage.claudeAiTitle,Claude Ai Title,Claude AI 제목
pages,pages.marketingIntel.channelKpiPage.clickSelect,Click Select,클릭하여 선택
pages,pages.marketingIntel.channelKpiPage.communityAct,Community Act,커뮤니티 활동
pages,pages.marketingIntel.channelKpiPage.communityGrowth,Community Growth,커뮤니티 성장
pages,pages.marketingIntel.channelKpiPage.communityKpi,Community Kpi,커뮤니티 KPI
pages,pages.marketingIntel.channelKpiPage.contentEngage,Content Engage,콘텐츠 참여
pages,pages.marketingIntel.channelKpiPage.contentImpressions,Content Impressions,콘텐츠 노출 수
pages,pages.marketingIntel.channelKpiPage.contentInterest,Content Interest,콘텐츠 관심도
pages,pages.marketingIntel.channelKpiPage.contentKpi,Content Kpi,콘텐츠 KPI
pages,pages.marketingIntel.channelKpiPage.convRate,Conversion Rate,전환율
pages,pages.marketingIntel.channelKpiPage.coreKpis,Core KPIs,핵심 KPI
pages,pages.marketingIntel.channelKpiPage.cpa,Cost Per Acquisition (CPA),고객 획득 비용 (CPA)
pages,pages.marketingIntel.channelKpiPage.cpc,Cost Per Click (CPC),클릭당 비용 (CPC)
pages,pages.marketingIntel.channelKpiPage.ctr,Click-through Rate (CTR),클릭률 (CTR)
pages,pages.marketingIntel.channelKpiPage.currentMonth,Current Month,이번 달
pages,pages.marketingIntel.channelKpiPage.descBrandReach,Large-scale brand exposure through SNS platform ads,SNS 플랫폼 광고를 통한 대규모 브랜드 노출
pages,pages.marketingIntel.channelKpiPage.descCaptureIntent,Target users with high purchase intent via search algorithms,검색 알고리즘을 활용한 구매 의도 높은 사용자 타겟팅
pages,pages.marketingIntel.channelKpiPage.descConvRate,Conversion Rate vs Target,목표 대비 전환율
pages,pages.marketingIntel.channelKpiPage.descCpa,Desc Cpa,CPA 안내
pages,pages.marketingIntel.channelKpiPage.descCpc,Desc Cpc,CPC 안내
pages,pages.marketingIntel.channelKpiPage.descCtr,Desc Ctr,CTR 안내
pages,pages.marketingIntel.channelKpiPage.descCustRel,Secure customer loyalty through community activities,커뮤니티 활동을 통한 고객 충성도 확보
pages,pages.marketingIntel.channelKpiPage.descInfoTrust,Build expertise and trust through problem-solving content,문제 해결 콘텐츠를 통한 전문성과 신뢰 구축
pages,pages.marketingIntel.channelKpiPage.descRoas,Desc Roas,ROAS 안내
pages,pages.marketingIntel.channelKpiPage.engagement,Engagement Rate,참여율
pages,pages.marketingIntel.channelKpiPage.hintConvRate,Hint Conv Rate,전환율 도움말
pages,pages.marketingIntel.channelKpiPage.hintCpa,Hint Cpa,CPA 도움말
pages,pages.marketingIntel.channelKpiPage.hintCpc,Hint Cpc,CPC 도움말
pages,pages.marketingIntel.channelKpiPage.hintCtr,Hint Ctr,CTR 도움말
pages,pages.marketingIntel.channelKpiPage.hintRoas,Hint Roas,ROAS 도움말
pages,pages.marketingIntel.channelKpiPage.improveRecs,Improvement Recommendations,개선 추천 사항
pages,pages.marketingIntel.channelKpiPage.inquiriesPurchases,Inquiries Purchases,문의·구매
pages,pages.marketingIntel.channelKpiPage.inquiriesPurchasesDesc,Inquiries Purchases Desc,문의·구매 안내
pages,pages.marketingIntel.channelKpiPage.interestConv,Interest Conv,관심·전환
pages,pages.marketingIntel.channelKpiPage.kakaoGuild,Kakao Guild,카카오 가이드
pages,pages.marketingIntel.channelKpiPage.keyInsight,Key Insight,핵심 인사이트
pages,pages.marketingIntel.channelKpiPage.lblConvRate,Conversion Rate,전환율
pages,pages.marketingIntel.channelKpiPage.lblCpaFull,Lbl Cpa Full,고객 획득 비용(CPA)
pages,pages.marketingIntel.channelKpiPage.lblCpcFull,Lbl Cpc Full,클릭당 비용(CPC)
pages,pages.marketingIntel.channelKpiPage.lblCtrFull,Lbl Ctr Full,클릭률(CTR)
pages,pages.marketingIntel.channelKpiPage.lblRoasFull,Lbl Roas Full,광고 수익률(ROAS)
pages,pages.marketingIntel.channelKpiPage.monitorAi,AI Channel Performance Monitoring,AI 채널 성과 모니터링
pages,pages.marketingIntel.channelKpiPage.monthlyAi,Monthly Report,월간 리포트
pages,pages.marketingIntel.channelKpiPage.monthlyTrend,Monthly Trend,월간 트렌드
pages,pages.marketingIntel.channelKpiPage.naverCafe,Naver Cafe,네이버 카페
pages,pages.marketingIntel.channelKpiPage.newMembers,New Signups,신규 가입
pages,pages.marketingIntel.channelKpiPage.noData,No Data Available,데이터 없음
pages,pages.marketingIntel.channelKpiPage.noHistory,No execution history,실행 이력 없음
pages,pages.marketingIntel.channelKpiPage.overallAchieve,Overall Achievement Status,전체 달성 현황
pages,pages.marketingIntel.channelKpiPage.pageViews,Page Views,페이지뷰
pages,pages.marketingIntel.channelKpiPage.period,Analysis Period,분석 기간
pages,pages.marketingIntel.channelKpiPage.pleaseSelectGoal,Please Select Goal,목표를 선택해주세요
pages,pages.marketingIntel.channelKpiPage.postViews,Post Views,게시물 조회 수
pages,pages.marketingIntel.channelKpiPage.roleBrandReach,Brand Reach,브랜드 도달
pages,pages.marketingIntel.channelKpiPage.roleCaptureIntent,Capture Purchase Intent,구매 의도 포착
pages,pages.marketingIntel.channelKpiPage.roleCustRel,Strengthen Customer Relationships,고객 관계 강화
pages,pages.marketingIntel.channelKpiPage.roleInfoTrust,Info · Trust Building,정보·신뢰 구축
pages,pages.marketingIntel.channelKpiPage.searchTraffic,Search Traffic,검색 트래픽
pages,pages.marketingIntel.channelKpiPage.selectedGoals,Selected Goals,선택된 목표
pages,pages.marketingIntel.channelKpiPage.seoImpact,Seo Impact,SEO 영향도
pages,pages.marketingIntel.channelKpiPage.siteTraffic,Site Traffic,사이트 트래픽
pages,pages.marketingIntel.channelKpiPage.snsKpiByChannel,Sns Kpi By Channel,채널별 SNS KPI
pages,pages.marketingIntel.channelKpiPage.snsKpiOverview,Sns Kpi Overview,SNS KPI 개요
pages,pages.marketingIntel.channelKpiPage.tabCommunity,Tab Community,커뮤니티
pages,pages.marketingIntel.channelKpiPage.tabContent,Tab Content,콘텐츠
pages,pages.marketingIntel.channelKpiPage.tabGoals,Tab Goals,목표
pages,pages.marketingIntel.channelKpiPage.tabMonitor,Tab Monitor,모니터링
pages,pages.marketingIntel.channelKpiPage.tabRoles,Tab Roles,역할 탭
pages,pages.marketingIntel.channelKpiPage.tabSetup,Tab Setup,설정
pages,pages.marketingIntel.channelKpiPage.tabSns,Tab Sns,SNS
pages,pages.marketingIntel.channelKpiPage.tabTargets,Tab Targets,타겟 탭
pages,pages.marketingIntel.channelKpiPage.targetSetup,KPI Target Setting by Channel,채널별 KPI 목표 설정
pages,pages.marketingIntel.channelKpiPage.targetVsActuals,Target Vs Actuals,목표 대비 실적
pages,pages.marketingIntel.channelKpiPage.videoViews,Video Views,동영상 조회 수
pages,pages.marketingIntel.channelKpiPage.webTraffic,Web Traffic,웹 트래픽
pages,pages.marketingIntel.channelKpiPage.webTrafficDesc,Web Traffic Desc,웹 트래픽 안내
pages,pages.marketingIntel.channelKpiPage.weeklyAdTrend,Weekly Ad Efficiency Trend,주간 광고 효율 트렌드
pages,pages.marketingIntel.channelKpiPage.weeklyAi,Weekly Report,주간 리포트
pages,pages.marketingIntel.channelPerf,Channel Performance,채널 성과
pages,pages.marketingIntel.churn,Final Churn Status,최종 이탈 상태
pages,pages.marketingIntel.clickToEdit,Click To Edit,클릭하여 편집
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.avgPrice,Average Unit Price,평균 단가
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.catalogAuto,Catalog Auto-fill,카탈로그 자동 입력
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.goalRevenue,Revenue Target,매출 목표
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.mainChannels,Main Sales Channels,주요 판매 채널
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.marginRate,Margin Rate (based on sale price),마진율 (판매가 기준)
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.monthlyQty,Monthly Sales Target,월 판매 목표
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.salesInfo,📦 Product Sales Info,📦 상품 판매 정보
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.searchPh,e.g. Beauty brand Instagram ad strategy or marketing goal,예: 뷰티 브랜드 Instagram 광고 전략 또는 마케팅 목표
pages,pages.marketingIntel.cmpVal.aiPredict.aiRec.skuCount,Product/SKU Count,상품/SKU 수
pages,pages.marketingIntel.cmpVal.aiPredict.bulkAction,Bulk Action,일괄 작업
pages,pages.marketingIntel.cmpVal.aiPredict.cat.electronics,Electronics,전자제품
pages,pages.marketingIntel.cmpVal.aiPredict.cat.purchasing,🛒 Purchase Agent,🛒 구매 대행
pages,pages.marketingIntel.cmpVal.aiPredict.filterHigh,Filter High,높음
pages,pages.marketingIntel.cmpVal.aiPredict.filterLow,Filter Low,낮음
pages,pages.marketingIntel.cmpVal.aiPredict.filterMed,Filter Med,중간
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.k_0,Real-time · Blended ROAS,실시간 · Blended ROAS
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.k_1,Gross Profit,매출총이익
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.k_9,Channel Intelligen,채널 인텔리전스
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_10,Blended ROAS,Blended ROAS
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_11,P&L Waterfall — 3-Domain Integrated,P&L 워터폴 — 3개 도메인 통합
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_12,Ad Domain,광고 도메인
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_13,Market Domain,시장 도메인
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_15,By SKU,SKU별
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_16,By Channel,채널별
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_17,By Campaign,캠페인별
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_18,By Creator,크리에이터별
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_19,Forecast P&L Simulation,P&L 예측 시뮬레이션
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_2,Ad Spend,광고 비용
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_20,Parameter Settings,파라미터 설정
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_21,Forecast Annual Revenue,예상 연간 매출
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_22,Forecast Net Profit,예상 순이익
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_3,Platform Fee,플랫폼 수수료
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_4,Influencer Cost,인플루언서 비용
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_5,Net Settlement,순 정산액
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_6,Net Profit,순이익
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.p_7,Total Orders,총 주문
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.tab.bdayDesc,Bday Desc,생일 안내
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.tab.churnDesc,Churn Desc,이탈 안내
pages,pages.marketingIntel.cmpVal.aiPredict.kpi.tab.vipDesc,Vip Desc,VIP 안내
pages,pages.marketingIntel.cmpVal.aiPredict.liveDB,Live D B,라이브 DB
pages,pages.marketingIntel.cmpVal.aiPredict.noResults,No Results,결과 없음
pages,pages.marketingIntel.cmpVal.list_view,List View,목록 보기
pages,pages.marketingIntel.colConversions,Conversions,전환
pages,pages.marketingIntel.colSpend,Ad Spend,광고 비용
pages,pages.marketingIntel.compareTo,Compare to,비교 대상
pages,pages.marketingIntel.conditionEmailClicked,Condition Email Clicked,이메일 클릭 조건
pages,pages.marketingIntel.conditionEmailOpened,Condition Email Opened,이메일 열람 조건
pages,pages.marketingIntel.conditionField,Condition Field,조건 필드
pages,pages.marketingIntel.conditionKakaoClicked,Condition Kakao Clicked,카카오 클릭 조건
pages,pages.marketingIntel.conditionLineClicked,Condition Line Clicked,조건: LINE 클릭
pages,pages.marketingIntel.conditionLtvGt,Condition Ltv Gt,LTV 초과 조건
pages,pages.marketingIntel.conditionPurchased,Condition Purchased,조건: 구매 완료
pages,pages.marketingIntel.confLabel,Conf Label,신뢰도
pages,pages.marketingIntel.connectors.apiKey,Api Key,API 키
pages,pages.marketingIntel.connectors.configure,Configuration,설정
pages,pages.marketingIntel.connectors.lastSync,Last Sync,최근 동기화
pages,pages.marketingIntel.connectors.noConnectors,No Connectors,커넥터 없음
pages,pages.marketingIntel.connectors.oauthLogin,Oauth Login,OAuth 로그인
pages,pages.marketingIntel.connectors.syncFrequency,Sync Frequency,동기화 주기
pages,pages.marketingIntel.connectors.tabAds,Ad Channels,광고 채널
pages,pages.marketingIntel.connectors.tabAll,Tab All,전체
pages,pages.marketingIntel.connectors.tabSales,Sales channel,판매 채널
pages,pages.marketingIntel.connectors.testConnection,Connection Test,연결 테스트
pages,pages.marketingIntel.convRate,Conversion Rate,전환율
pages,pages.marketingIntel.cpc,Cost Per Click (CPC),클릭당 비용 (CPC)
pages,pages.marketingIntel.creativePerf,Creative Perf,크리에이티브 성과
pages,pages.marketingIntel.creativeStudio.adFormatCount,Ad Format Count,광고 포맷 수
pages,pages.marketingIntel.creativeStudio.adPreviewLabel,Ad Preview Label,광고 미리보기
pages,pages.marketingIntel.creativeStudio.adSpec,Ad Spec,광고 사양
pages,pages.marketingIntel.creativeStudio.adTag,Advertising,광고
pages,pages.marketingIntel.creativeStudio.adTipTitle,Ad Tip Title,광고 운영 팁
pages,pages.marketingIntel.creativeStudio.bodyHint,Body Hint,본문 작성 가이드
