path,ja_value,ko_value,ja_type,ja_hangul
crm.email.dt.lineageSecCheck,セキュリティチェック,セキュリティチェック,string,0
crm.email.dt.lineageSources,データソース,データソース,string,0
crm.email.dt.lineageSummary,ソース接続状況,ソース接続状況,string,0
crm.email.dt.lineageTitle,データリネージマップ,データリネージマップ,string,0
crm.email.dt.lineageValidation,データ検証,データ検証,string,0
crm.email.dt.liveData,ライブデータ,ライブデータ,string,0
crm.email.dt.metaDesc,サーバーサイドConversion Event転送でiOS 14+の計測を復元,サーバーサイドConversion Event転送でiOS 14+の計測を復元,string,0
crm.email.dt.metaStep1,Metaビジネスマネージャー → イベントマネージャーを開く,Metaビジネスマネージャー → イベントマネージャーを開く,string,0
crm.email.dt.metaStep2,データソース追加 → ウェブサイト → Pixel IDをコピー,データソース追加 → ウェブサイト → Pixel IDをコピー,string,0
crm.email.dt.metaStep3,下の入力欄にPixel IDを入力して保存,下の入力欄にPixel IDを入力して保存,string,0
crm.email.dt.metaStep4,CAPIアクセストークンを生成（イベントマネージャー → 設定）,CAPIアクセストークンを生成（イベントマネージャー → 設定）,string,0
crm.email.dt.naverDesc,Naver SearchAd + ショッピングコンバージョントラッキング,Naver SearchAd + ショッピングコンバージョントラッキング,string,0
crm.email.dt.naverName,Naver共通スクリプト,Naver共通スクリプト,string,0
crm.email.dt.naverStep1,Naver SearchAd → ツール → コンバージョン追跡 → スクリプトキー確認,Naver SearchAd → ツール → コンバージョン追跡 → スクリプトキー確認,string,0
crm.email.dt.naverStep2,Naverショッピングパートナーセンター → 広告 → ピクセル管理 → IDコピー,Naverショッピングパートナーセンター → 広告 → ピクセル管理 → IDコピー,string,0
crm.email.dt.naverStep3,下の入力欄にIDを入力,下の入力欄にIDを入力,string,0
crm.email.dt.pixelBridgeDesc,連携設定とAPIキー管理は連携ハブで一元管理されています,連携設定とAPIキー管理は連携ハブで一元管理されています,string,0
crm.email.dt.pixelDesc,ピクセル連携により、ROAS・コンバージョンデータが推定値から実測値に切り替わります,ピクセル連携により、ROAS・コンバージョンデータが推定値から実測値に切り替わります,string,0
crm.email.dt.pixelTitle,広告ピクセル＆コンバージョンAPI連携,広告ピクセル＆コンバージョンAPI連携,string,0
crm.email.dt.qualityEstDesc,ライブデータに基づいて計算・推定された値。方向性は正しいが、正確な数値ではない場合があります。,ライブデータに基づいて計算・推定された値。方向性は正しいが、正確な数値ではない場合があります。,string,0
crm.email.dt.qualityEstEx1,CRM AIセグメント,CRM AIセグメント,string,0
crm.email.dt.qualityEstEx3,ROAS設定値ベースの計算,ROAS設定値ベースの計算,string,0
crm.email.dt.qualityEstEx4,AI予測コンバージョン率,AI予測コンバージョン率,string,0
crm.email.dt.qualityLiveDesc,広告ピクセル/チャネルAPI/精算レポートから直接収集されたオリジナルデータ。最高の信頼度。,広告ピクセル/チャネルAPI/精算レポートから直接収集されたオリジナルデータ。最高の信頼度。,string,0
crm.email.dt.qualityLiveEx1,Meta CAPIコンバージョンイベント,Meta CAPIコンバージョンイベント,string,0
crm.email.dt.qualityLiveEx2,チャネルAPI注文データ,チャネルAPI注文データ,string,0
crm.email.dt.qualityLiveEx3,精算レポート金額,精算レポート金額,string,0
crm.email.dt.qualityLiveEx4,在庫APIリアルタイム数量,在庫APIリアルタイム数量,string,0
crm.email.dt.qualityLiveTitle,✅ ライブデータ (Real Data),✅ ライブデータ (Real Data),string,0
crm.email.dt.qualityNoneDesc,該当データソースが連携されていません。0値または空の状態が表示されます。,該当データソースが連携されていません。0値または空の状態が表示されます。,string,0
crm.email.dt.qualityNoneEx1,ピクセル未連携のコンバージョンデータ,ピクセル未連携のコンバージョンデータ,string,0
crm.email.dt.qualityNoneEx2,APIキー未登録チャネルデータ,APIキー未登録チャネルデータ,string,0
crm.email.dt.qualityTitle,データ品質基準表,データ品質基準表,string,0
crm.email.dt.saveIntegration,連携を保存,連携を保存,string,0
crm.email.dt.secLockDesc,異常なリクエストパターンが検知されました。30秒後に自動解除されます。,異常なリクエストパターンが検知されました。30秒後に自動解除されます。,string,0
crm.email.dt.secLockTitle,セキュリティロック有効,セキュリティロック有効,string,0
crm.email.dt.shoppingPixelId,ショッピングPixel ID,ショッピングPixel ID,string,0
crm.email.dt.sourceOverview,データソース別信頼度状況,データソース別信頼度状況,string,0
crm.email.dt.srcAdROASDesc,ピクセル未連携時は推定値を使用,ピクセル未連携時は推定値を使用,string,0
crm.email.dt.srcAttributionDesc,サーバーサイドCAPI連携が必要,サーバーサイドCAPI連携が必要,string,0
crm.email.dt.srcCRM,CRMセグメント,CRMセグメント,string,0
crm.email.dt.srcCRMDesc,AI推定セグメント（実測ではない）,AI推定セグメント（実測ではない）,string,0
crm.email.dt.srcConversion,コンバージョンデータ,コンバージョンデータ,string,0
crm.email.dt.srcConversionDesc,Meta/Googleピクセル連携が必要,Meta/Googleピクセル連携が必要,string,0
crm.email.dt.srcInventory,在庫データ,在庫データ,string,0
crm.email.dt.srcInventoryDesc,API連携またはCSVアップロード,API連携またはCSVアップロード,string,0
crm.email.dt.srcOrders,注文データ,注文データ,string,0
crm.email.dt.srcOrdersDesc,チャネルAPIからリアルタイム収集,チャネルAPIからリアルタイム収集,string,0
crm.email.dt.srcPnLDesc,売上・在庫ベースの推定計算,売上・在庫ベースの推定計算,string,0
crm.email.dt.srcSettlement,精算データ,精算データ,string,0
crm.email.dt.srcSettlementDesc,チャネル精算レポートのアップロード,チャネル精算レポートのアップロード,string,0
crm.email.dt.tabAudit,監査ログ,監査ログ,string,0
crm.email.dt.tabHistory,スコア推移,スコア推移,string,0
crm.email.dt.tabLineage,データリネージ,データリネージ,string,0
crm.email.dt.tabOverview,データ現況,データ現況,string,0
crm.email.dt.tabPixel,ピクセル連携,ピクセル連携,string,0
crm.email.dt.testDone,テスト完了,テスト完了,string,0
crm.email.dt.tiktokDesc,TikTok Shop + TikTok Adsコンバージョン＆購入追跡,TikTok Shop + TikTok Adsコンバージョン＆購入追跡,string,0
crm.email.dt.tiktokStep1,TikTok Ads Manager → Assets → Events → Web Events,TikTok Ads Manager → Assets → Events → Web Events,string,0
crm.email.dt.tiktokStep2,ピクセル作成 → Pixel ID + Access Tokenをコピー,ピクセル作成 → Pixel ID + Access Tokenをコピー,string,0
crm.email.dt.trustScore,データ信頼度スコア,データ信頼度スコア,string,0
crm.email.emptyCamp,No campaigns. Create your first campaign above.,캠페인이 없습니다. 위에서 첫 번째 캠페인을 생성하세요.,string,0
crm.email.emptyCust,データなし,데이터 없음,string,0
crm.email.fEmail,メール,이메일,string,0
crm.email.fGrade,等級,등급,string,0
crm.email.fGradeGen,一般,일반,string,0
crm.email.fName,名前,캠페인명*,string,0
crm.email.fPhone,電話,전화,string,0
crm.email.fSearch,検索...,캠페인 검색...,string,0
crm.email.fTarget,Segment,대상 세그먼트,string,0
crm.email.fTpl,Template,템플릿,string,0
crm.email.formNew,新規顧客,신규 고객,string,0
crm.email.fromEmail,발신자 이메일,발신자 이메일,string,1
crm.email.fromName,발신자 이름,발신자 이름,string,1
crm.email.gChamp,チャンピオン,챔피언,string,0
crm.email.gLost,離脱,이탈,string,0
crm.email.gLoyal,ロイヤル,충성,string,0
crm.email.gNew,新規,신규,string,0
crm.email.gNormal,一般,일반,string,0
crm.email.gRisk,リスク,리스크,string,0
crm.email.gUrgent,緊急,긴급,string,0
crm.email.guideAiDesc,自動セグメント,자동 세그먼트,string,0
crm.email.guideAiName,AI,AI,string,0
crm.email.guideAnalyticsDesc,パフォーマンス,"오픈율, 클릭율, 전송률을 분석합니다. 세그먼트별 성과 비교로 최적의 타겟을 찾으세요.",string,0
crm.email.guideAnalyticsName,分析,성과 분석,string,0
crm.email.guideCampDesc,管理,"캠페인 생성, 발송, 성과 테이블을 관리합니다. KPI 카드에서 전체 통계를 확인하세요.",string,0
crm.email.guideCampName,キャンペーン,캠페인 관리,string,0
crm.email.guideCustDesc,LTVと等級管理,LTV 및 등급 관리,string,0
crm.email.guideCustName,顧客一覧,고객 목록,string,0
crm.email.guideRfmDesc,等級分布分析,등급 분포 분석,string,0
crm.email.guideRfmName,📊 RFM 분석,📊 RFM 분석,string,1
crm.email.guideSegDesc,カスタム条件,사용자 지정 조건,string,0
crm.email.guideSegName,手動,수동 실행,string,0
crm.email.guideSetDesc,プロバイダー,"SMTP, AWS SES 등 이메일 프로바이더를 설정합니다.",string,0
crm.email.guideSetName,設定,발송 설정,string,0
crm.email.guideTabsTitle,タブ説明,탭별 기능 안내,string,0
crm.email.guideTplDesc,作成・編集,이메일 본문 HTML 템플릿을 등록하고 편집합니다. 카테고리별 분류로 체계적으로 관리하세요.,string,0
crm.email.guideTplName,テンプレート,템플릿 관리,string,0
crm.email.htmlFallback,",",",",string,0
crm.email.kpiClick,평균 클릭율,평균 클릭율,string,1
crm.email.kpiEmails,총 이메일,총 이메일,string,1
crm.email.kpiOpen,평균 오픈율,평균 오픈율,string,1
crm.email.kpiSent,Kpi Sent,발송 완료,string,0
crm.email.kpiTotal,全チャネル,전체,string,0
crm.email.lblAct,活動,활동,string,0
crm.email.lblCategory,카테고리,카테고리,string,1
crm.email.lblMockTest,모의 테스트,모의 테스트,string,1
crm.email.lblPassword,비밀번호,비밀번호,string,1
crm.email.lblPhone,電話,전화,string,0
crm.email.lblProvider,프로바이더,프로바이더,string,1
crm.email.lblSmtpHost,SMTP 호스트,SMTP 호스트,string,1
crm.email.lblSmtpPort,SMTP 포트,SMTP 포트,string,1
crm.email.lblSmtpUser,SMTP 사용자,SMTP 사용자,string,1
crm.email.lblSubject,제목라인,제목라인,string,1
crm.email.lblTplName,템플릿 이름,템플릿 이름,string,1
crm.email.mockMode,모의 모드,모의 모드,string,1
crm.email.mr.approvalPending,承認待ち,承認待ち,string,0
crm.email.mr.apvApplied,適用済み,適用済み,string,0
crm.email.mr.apvCurrentUser,現在のユーザー,現在のユーザー,string,0
crm.email.mr.apvNoItems,項目なし,項目なし,string,0
crm.email.mr.apvQueued,✓ 承認キューに登録済み,✓ 承認キューに登録済み,string,0
crm.email.mr.apvRegistryApplied,レジストリ適用完了,レジストリ適用完了,string,0
crm.email.mr.apvSystem,システム,システム,string,0
crm.email.mr.apvTabLog,📜 監査ログ,📜 監査ログ,string,0
crm.email.mr.apvTabPending,📋 承認待ち,📋 承認待ち,string,0
crm.email.mr.apvTeamLead,チームリーダー,チームリーダー,string,0
crm.email.mr.badge2StepApproval,2段階承認キュー,2段階承認キュー,string,0
crm.email.mr.badgeAuditAuto,監査ログ自動記録,監査ログ自動記録,string,0
crm.email.mr.badgePlatformCount,個 プラットフォーム,個 プラットフォーム,string,0
crm.email.mr.dedAllPlatform,全プラットフォーム,全プラットフォーム,string,0
crm.email.mr.dedCatPromotion,プロモーション,プロモーション,string,0
crm.email.mr.dedColPlatform,プラットフォーム,プラットフォーム,string,0
crm.email.mr.dedColSellerPct,セラー負担%,セラー負担%,string,0
crm.email.mr.dedDeleteConfirm,この控除項目を削除しますか？,この控除項目を削除しますか？,string,0
crm.email.mr.dedEmptyDesc,'+追加'ボタンで控除項目を登録してください,'+追加'ボタンで控除項目を登録してください,string,0
crm.email.mr.dedEmptyTitle,登録された控除項目なし,登録された控除項目なし,string,0
crm.email.mr.dedPlatform,プラットフォーム,プラットフォーム,string,0
crm.email.mr.dedPlatformBurden,プラットフォーム負担,プラットフォーム負担,string,0
crm.email.mr.dedSeller,セラー,セラー,string,0
crm.email.mr.dedSellerBurden,セラー負担,セラー負担,string,0
crm.email.mr.dedSellerShareDesc,セラー負担比率%（例：50＝セラー50%プラットフォーム50%）,セラー負担比率%（例：50＝セラー50%プラットフォーム50%）,string,0
