keypath,pattern,action,ko_pass,n_locales_pass,n_locales_placeholder,n_locales_missing,ko_value,ko_class,en_value,en_class,ja_value,ja_class,zh_value,zh_class,zh-TW_value,zh-TW_class,es_value,es_class,fr_value,fr_class,de_value,de_class,pt_value,pt_class,ru_value,ru_class,ar_value,ar_class,hi_value,hi_class,id_value,id_class,th_value,th_class,vi_value,vi_class
pages.marketingIntel.aiPredict.influencerUGC.u_111,PAT_X,skip,1,15,0,0,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS,ROI,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_112,PAT_X,skip,0,14,0,1,,MISSING,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS,🛡️,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_113,PAT_X,translate,0,0,15,0,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1,U_113,P1
pages.marketingIntel.aiPredict.influencerUGC.u_114,PAT_X,skip,1,15,0,0,합계,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS,Sum Total,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_115,PAT_X,skip,1,15,0,0,주문,PASS,Orders,PASS,Order,PASS,Order,PASS,Order,PASS,Orders,PASS,Orders,PASS,Order,PASS,Order,PASS,Order,PASS,Order,PASS,Order,PASS,Order,PASS,Order,PASS,Orders,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_12,PAT_X,translate,0,0,15,0,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1,U_12,P1
pages.marketingIntel.aiPredict.influencerUGC.u_13,PAT_X,translate,0,0,15,0,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1,U_13,P1
pages.marketingIntel.aiPredict.influencerUGC.u_14,PAT_X,translate,0,0,15,0,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1,U_14,P1
pages.marketingIntel.aiPredict.influencerUGC.u_15,PAT_X,translate,0,0,15,0,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1,U_15,P1
pages.marketingIntel.aiPredict.influencerUGC.u_16,PAT_X,translate,0,0,15,0,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1,U_16,P1
pages.marketingIntel.aiPredict.influencerUGC.u_17,PAT_X,translate,0,0,15,0,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1,U_17,P1
pages.marketingIntel.aiPredict.influencerUGC.u_18,PAT_X,translate,0,0,15,0,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1,U_18,P1
pages.marketingIntel.aiPredict.influencerUGC.u_19,PAT_X,translate,0,0,15,0,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1,U_19,P1
pages.marketingIntel.aiPredict.influencerUGC.u_2,PAT_X,translate,0,0,15,0,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1,U_2,P1
pages.marketingIntel.aiPredict.influencerUGC.u_20,PAT_X,translate,0,0,15,0,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1,U_20,P1
pages.marketingIntel.aiPredict.influencerUGC.u_21,PAT_X,translate,0,0,15,0,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1,U_21,P1
pages.marketingIntel.aiPredict.influencerUGC.u_22,PAT_X,translate,0,0,15,0,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1,U_22,P1
pages.marketingIntel.aiPredict.influencerUGC.u_23,PAT_X,skip,1,15,0,0,만료,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS,Expired,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_24,PAT_X,translate,0,0,15,0,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1,U_24,P1
pages.marketingIntel.aiPredict.influencerUGC.u_25,PAT_X,translate,0,0,15,0,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1,U_25,P1
pages.marketingIntel.aiPredict.influencerUGC.u_26,PAT_X,translate,0,0,15,0,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1,U_26,P1
pages.marketingIntel.aiPredict.influencerUGC.u_27,PAT_X,translate,0,0,15,0,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1,U_27,P1
pages.marketingIntel.aiPredict.influencerUGC.u_28,PAT_X,translate,0,0,15,0,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1,U_28,P1
pages.marketingIntel.aiPredict.influencerUGC.u_29,PAT_X,translate,0,0,15,0,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1,U_29,P1
pages.marketingIntel.aiPredict.influencerUGC.u_3,PAT_X,translate,0,0,15,0,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1,U_3,P1
pages.marketingIntel.aiPredict.influencerUGC.u_30,PAT_X,translate,0,0,15,0,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1,U_30,P1
pages.marketingIntel.aiPredict.influencerUGC.u_31,PAT_X,translate,0,0,15,0,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1,U_31,P1
pages.marketingIntel.aiPredict.influencerUGC.u_32,PAT_X,translate,0,0,15,0,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1,U_32,P1
pages.marketingIntel.aiPredict.influencerUGC.u_33,PAT_X,translate,0,0,15,0,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1,U_33,P1
pages.marketingIntel.aiPredict.influencerUGC.u_34,PAT_X,skip,1,15,0,0,닫기,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS,Close,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_35,PAT_X,translate,0,0,15,0,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1,U_35,P1
pages.marketingIntel.aiPredict.influencerUGC.u_36,PAT_X,translate,0,0,15,0,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1,U_36,P1
pages.marketingIntel.aiPredict.influencerUGC.u_37,PAT_X,translate,0,0,15,0,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1,U_37,P1
pages.marketingIntel.aiPredict.influencerUGC.u_38,PAT_X,translate,0,0,15,0,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1,U_38,P1
pages.marketingIntel.aiPredict.influencerUGC.u_39,PAT_X,translate,0,0,15,0,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1,U_39,P1
pages.marketingIntel.aiPredict.influencerUGC.u_4,PAT_X,translate,0,0,15,0,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1,U_4,P1
pages.marketingIntel.aiPredict.influencerUGC.u_40,PAT_X,translate,0,0,15,0,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1,U_40,P1
pages.marketingIntel.aiPredict.influencerUGC.u_41,PAT_X,translate,0,0,15,0,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1,U_41,P1
pages.marketingIntel.aiPredict.influencerUGC.u_42,PAT_X,translate,0,0,15,0,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1,U_42,P1
pages.marketingIntel.aiPredict.influencerUGC.u_43,PAT_X,translate,0,0,15,0,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1,U_43,P1
pages.marketingIntel.aiPredict.influencerUGC.u_44,PAT_X,translate,0,0,15,0,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1,U_44,P1
pages.marketingIntel.aiPredict.influencerUGC.u_45,PAT_X,translate,0,0,15,0,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1,U_45,P1
pages.marketingIntel.aiPredict.influencerUGC.u_46,PAT_X,skip,1,15,0,0,차이,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS,Difference,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_47,PAT_X,translate,0,0,15,0,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1,U_47,P1
pages.marketingIntel.aiPredict.influencerUGC.u_48,PAT_X,translate,0,0,15,0,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1,U_48,P1
pages.marketingIntel.aiPredict.influencerUGC.u_49,PAT_X,translate,0,0,15,0,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1,U_49,P1
pages.marketingIntel.aiPredict.influencerUGC.u_5,PAT_X,translate,0,0,15,0,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1,U_5,P1
pages.marketingIntel.aiPredict.influencerUGC.u_50,PAT_X,skip,1,15,0,0,기간,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS,Period,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_51,PAT_X,skip,1,15,0,0,결과,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS,Result,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_52,PAT_X,translate,0,0,15,0,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1,U_52,P1
pages.marketingIntel.aiPredict.influencerUGC.u_53,PAT_X,skip,1,15,0,0,매칭됨,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS,Matched,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_54,PAT_X,translate,0,0,15,0,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1,U_54,P1
pages.marketingIntel.aiPredict.influencerUGC.u_55,PAT_X,translate,0,0,15,0,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1,U_55,P1
pages.marketingIntel.aiPredict.influencerUGC.u_56,PAT_X,translate,0,0,15,0,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1,U_56,P1
pages.marketingIntel.aiPredict.influencerUGC.u_57,PAT_X,translate,0,0,15,0,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1,U_57,P1
pages.marketingIntel.aiPredict.influencerUGC.u_58,PAT_X,translate,0,0,15,0,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1,U_58,P1
pages.marketingIntel.aiPredict.influencerUGC.u_59,PAT_X,translate,0,0,15,0,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1,U_59,P1
pages.marketingIntel.aiPredict.influencerUGC.u_6,PAT_X,translate,0,0,15,0,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1,U_6,P1
pages.marketingIntel.aiPredict.influencerUGC.u_60,PAT_X,translate,0,0,15,0,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1,U_60,P1
pages.marketingIntel.aiPredict.influencerUGC.u_61,PAT_X,translate,0,0,15,0,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1,U_61,P1
pages.marketingIntel.aiPredict.influencerUGC.u_62,PAT_X,translate,0,0,15,0,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1,U_62,P1
pages.marketingIntel.aiPredict.influencerUGC.u_63,PAT_X,translate,0,0,15,0,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1,U_63,P1
pages.marketingIntel.aiPredict.influencerUGC.u_64,PAT_X,translate,0,0,15,0,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1,U_64,P1
pages.marketingIntel.aiPredict.influencerUGC.u_65,PAT_X,translate,0,0,15,0,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1,U_65,P1
pages.marketingIntel.aiPredict.influencerUGC.u_66,PAT_X,translate,0,0,15,0,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1,U_66,P1
pages.marketingIntel.aiPredict.influencerUGC.u_67,PAT_X,translate,0,0,15,0,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1,U_67,P1
pages.marketingIntel.aiPredict.influencerUGC.u_68,PAT_X,translate,0,0,15,0,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1,U_68,P1
pages.marketingIntel.aiPredict.influencerUGC.u_69,PAT_X,translate,0,0,15,0,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1,U_69,P1
pages.marketingIntel.aiPredict.influencerUGC.u_7,PAT_X,translate,0,0,15,0,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1,U_7,P1
pages.marketingIntel.aiPredict.influencerUGC.u_70,PAT_X,translate,0,0,15,0,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1,U_70,P1
pages.marketingIntel.aiPredict.influencerUGC.u_71,PAT_X,translate,0,0,15,0,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1,U_71,P1
pages.marketingIntel.aiPredict.influencerUGC.u_72,PAT_X,translate,0,0,15,0,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1,U_72,P1
pages.marketingIntel.aiPredict.influencerUGC.u_73,PAT_X,translate,0,0,15,0,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1,U_73,P1
pages.marketingIntel.aiPredict.influencerUGC.u_74,PAT_X,translate,0,0,15,0,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1,U_74,P1
pages.marketingIntel.aiPredict.influencerUGC.u_75,PAT_X,translate,0,0,15,0,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1,U_75,P1
pages.marketingIntel.aiPredict.influencerUGC.u_76,PAT_X,translate,0,0,15,0,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1,U_76,P1
pages.marketingIntel.aiPredict.influencerUGC.u_77,PAT_X,translate,0,0,15,0,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1,U_77,P1
pages.marketingIntel.aiPredict.influencerUGC.u_78,PAT_X,translate,0,0,15,0,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1,U_78,P1
pages.marketingIntel.aiPredict.influencerUGC.u_79,PAT_X,translate,0,0,15,0,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1,U_79,P1
pages.marketingIntel.aiPredict.influencerUGC.u_8,PAT_X,translate,0,0,15,0,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1,U_8,P1
pages.marketingIntel.aiPredict.influencerUGC.u_80,PAT_X,translate,0,0,15,0,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1,U_80,P1
pages.marketingIntel.aiPredict.influencerUGC.u_81,PAT_X,skip,1,15,0,0,액션 추천,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS,Action Recommendations,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_82,PAT_X,skip,1,15,0,0,유형,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS,Type,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_83,PAT_X,skip,1,15,0,0,날짜,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS,Date,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_84,PAT_X,skip,1,15,0,0,참여율,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS,Engagement Rate,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_85,PAT_X,translate,0,0,15,0,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1,U_85,P1
pages.marketingIntel.aiPredict.influencerUGC.u_86,PAT_X,skip,1,15,0,0,UGC 매출,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS,UGC Revenue,PASS
pages.marketingIntel.aiPredict.influencerUGC.u_87,PAT_X,translate,0,0,15,0,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1,U_87,P1
pages.marketingIntel.aiPredict.influencerUGC.u_88,PAT_X,translate,0,0,15,0,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1,U_88,P1
pages.marketingIntel.aiPredict.influencerUGC.u_89,PAT_X,translate,0,0,15,0,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1,U_89,P1
